	st411	st413	st415	st441	st449	st451	st265	st266	st301	st302	st311	st312	st361	st362	st409	st410	st193	st194	st195	st196	st305	st306	st307	st308	st333	st334	st335	st336	st363	st364	st365	st366	st405	st406	st407	st408	st225	st226	st227	st228	st229	st230	st231	st232	st337	st338	st339	st340	st341	st342	st343	st344	st369	st370	st371	st372	st373	st374	st375	st376	st393	st394	st395	st396	st397	st398	st399	st400	st417	st418	st419	st420	st421	st422	st423	st424	st481	st482	st483	st484	st485	st486	st487	st488	st249	st250	st251	st252	st253	st254	st255	st256	st257	st258	st259	st260	st261	st262	st263	st264	st313	st314	st315	st316	st317	st318	st319	st320	st321	st322	st323	st324	st325	st327	st328	st345	st346	st347	st348	st349	st350	st351	st352	st353	st354	st355	st356	st357	st358	st359	st360	st377	st378	st379	st380	st381	st382	st383	st385	st386	st387	st388	st389	st390	st391	st392	st425	st426	st427	st428	st429	st430	st431	st432	st433	st434	st435	st436	st437	st438	st439	st440	st527	st528	st529	st530	st531	st532	st533	st535	st536	st537	st538	st539	st540	st541	st542	st465	st466	st467	st468	st469	st470	st471	st472	st473	st474	st475	st476	st477	st478	st479	st505	st506	st507	st508	st509	st510	st513	st514	st515	st516	st517	st518	st519	st520	st554	st555	st556	st557	st558	st561	st562	st563	st564	st565	st566	st567	st568
ERCC-00002	1904	2130	239	4157	3535	1642	4060	4178	967	1371	1295	1518	2208	2618	2249	16180	31148	25462	15067	25911	2285	3599	2275	2365	2750	3299	3630	4473	6542	11768	7352	10464	12020	12460	9102	6131	2731	3362	9803	6338	28269	10065	5449	3817	9973	7667	7289	8016	7191	7199	7329	6406	8427	12788	7494	6778	9011	12013	7250	19598	8698	14836	6784	7776	15195	15426	19399	21791	45163	49924	39376	43151	41818	40677	49799	38084	6816	15652	7289	7277	20660	17637	17977	17635	10787	22499	15183	15478	5321	17366	23606	11010	12481	43279	30091	39160	26444	122	9257	30626	4725	6069	17357	5738	6199	17752	9762	5853	7669	12252	6333	5610	24648	47966	4958	3670	12463	14550	6112	4181	11122	12361	22263	54607	17348	29083	7533	5226	24665	25114	18681	38100	41904	33686	17852	48376	33641	37190	36866	42834	19382	54885	33502	45055	38864	37731	24140	18689	42434	45678	37944	34877	18360	33963	31924	19385	33216	29689	33138	29269	33576	49775	32871	20410	22737	11786	10519	31459	41162	9099	9235	7242	14668	9017	17851	12323	9479	19869	11996	4601	11680	8161	10491	16303	7241	11173	11058	13485	23234	25395	8327	14650	51483	12435	26253	30758	29747	23552	31311	61786	66656	42202	34154	65358	21372	18644	1493	3188	11666	1613	794	786	906	1227	1179	3414	1043	1019	1456
ERCC-00003	248	180	7	755	617	171	514	963	110	209	159	169	201	241	233	2060	3689	3094	2092	2832	368	729	364	426	386	374	742	882	578	1393	1325	1132	2255	2155	1423	1406	539	645	1261	1129	5503	1542	905	501	1522	1256	836	906	950	830	1278	850	917	1023	240	682	739	701	841	1035	1475	2371	1191	1143	1632	1982	2593	3433	5403	5867	4805	5160	5342	4727	5607	5182	1146	1409	1008	981	1832	3235	2922	22	1383	3743	1922	1999	1185	2125	3272	1933	1478	3929	3689	3952	3933	8	1687	4946	758	1004	2237	1036	1264	1777	1428	957	983	1211	804	130	2020	3263	453	314	1668	2615	854	377	1867	2419	3924	8413	2130	3215	691	823	3596	2916	4270	2136	6250	3529	1803	5368	4453	5069	3369	3549	1651	6749	4161	4051	5070	4363	3485	2923	5597	5781	5399	4740	1584	4183	3969	2235	4263	4517	3092	8035	6038	7430	4483	4619	2729	1410	891	3657	7757	1287	998	652	1780	1522	2295	2062	1357	2221	2227	450	3229	1168	2033	2293	827	1223	1362	1199	3080	2518	1058	2912	3232	1623	2952	2596	3424	2509	2714	8626	9805	3146	3690	4676	3189	2818	7	22	996	2	26	5	237	9	0	3105	30	397	13
ERCC-00004	509	552	314	739	865	539	2663	1907	311	422	463	484	866	674	853	6654	10549	7427	4341	6930	611	828	589	589	949	875	1113	1401	2312	3491	2250	3813	3582	3122	3038	1814	1034	1014	4121	2382	12029	4473	1881	1065	2767	1689	1812	1772	1609	2003	2114	1707	2015	3611	1704	1904	2259	3065	1996	6480	2292	4398	1582	2185	4189	3670	9942	6926	13748	14747	11116	11854	11576	14097	14243	10418	1150	3207	1360	810	3728	4324	3888	6303	3511	7437	3056	4003	1513	4913	10503	3358	3325	10974	7804	11160	7325	31	2836	12480	1157	1677	4556	1581	1717	5802	2260	1473	1494	2987	1248	1244	5305	15926	1263	685	2360	3944	1179	901	3009	2748	6855	18438	5137	6393	1569	1321	8032	6114	8051	15994	12905	6932	3714	14852	8706	12752	7974	10731	4066	13848	6567	12386	9158	7081	6080	5454	12059	14137	12229	17778	7043	16324	9712	5819	10464	11301	10471	16517	12534	16731	7886	6239	4002	2718	1964	7051	10732	1733	1365	1298	2478	1345	4634	3063	1710	4114	2793	830	4086	2071	1744	6149	2423	2852	3135	3296	6880	5935	1455	6436	11802	2962	6122	6166	8329	4878	7016	18831	17718	8730	7669	13087	5860	3795	688	3822	8301	1222	1085	502	380	1400	668	3992	925	1673	8625
ERCC-00009	510	304	168	1189	505	328	593	382	270	400	208	307	443	549	274	2341	4335	2315	1706	3061	386	608	702	593	685	609	762	631	1064	1474	1002	1184	1475	2009	1023	493	364	129	2212	938	2892	1328	702	78	820	1224	980	1287	1575	956	736	856	1144	824	917	677	126	1313	1455	1283	1363	2106	1271	677	1264	1699	2034	1734	5797	5979	5527	5705	5950	4959	7485	5107	1835	699	1738	31	4168	3327	3718	973	1832	2704	1978	1718	729	1371	2517	938	1235	5171	3166	1470	2020	5	1197	3398	967	1597	1635	505	1223	3041	1350	751	1346	1543	1010	977	3329	4357	68	906	1844	2221	687	711	2219	1592	3164	2137	1970	4870	1833	890	1350	2871	3161	5475	6895	2256	3127	3940	3709	1193	3331	6424	1757	5960	2102	4488	3038	3466	4399	2620	4423	4833	3159	3420	1516	3976	3401	2852	3649	4376	3749	4422	3049	5076	4017	3343	2654	1830	1795	3435	3002	1418	1300	1148	2043	1219	2240	1195	1781	2555	2239	1098	2459	1272	1719	930	886	1372	1858	2765	28	688	23	3415	9033	1612	2541	4488	2420	2471	5423	9774	1306	7188	114	6994	3367	2635	12	32	1532	1185	12	0	30	11	1	6	29	12	262
ERCC-00012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00013	0	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	699	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00014	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00019	0	1	0	0	47	0	0	0	32	0	26	28	0	119	0	0	414	126	0	159	1	0	129	0	83	0	0	9	171	323	0	365	0	1	227	0	1	0	2	0	0	0	1	1	55	0	0	183	0	146	159	0	0	0	0	235	0	0	1	0	0	0	0	329	0	0	0	0	519	529	257	388	318	353	428	388	3	1161	0	0	0	1	0	1	1	0	245	532	210	1	3	324	0	0	0	924	900	2	0	0	17	4	461	0	0	0	0	284	3	386	0	440	0	854	80	64	252	0	354	0	0	0	181	1	0	564	140	1	0	0	529	0	0	0	1	834	638	418	0	0	567	1182	1	707	849	0	1	0	1	20	708	812	736	746	1	2	800	0	788	106	799	2	0	2	388	2	201	654	1	0	0	162	346	1	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	1240	2	1	0	0	584	1	0	2	1	0	4	2	1	1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00022	8	315	0	234	312	0	352	308	97	125	157	141	364	217	247	27	1431	1137	866	1357	285	250	0	188	238	271	411	265	521	1000	516	794	878	797	716	660	331	37	721	541	2180	13	102	521	815	839	520	579	494	781	748	557	666	699	839	283	638	1779	2	81	921	1053	91	600	1534	1496	2175	1345	3148	3539	3160	2646	2136	3680	3779	2083	587	1239	1051	526	2938	2351	1380	11	765	1605	930	894	482	1240	1994	886	370	1856	2207	2232	2163	5	669	2770	123	582	727	362	257	1	843	511	647	940	339	556	868	2842	480	197	469	415	438	414	832	562	1382	4948	780	1324	576	405	380	1990	1192	5	3880	1583	1026	1817	1387	1994	1378	2391	1211	1352	1950	2011	2509	1880	1415	1301	1775	2529	2163	2148	1515	2614	2660	1661	2892	2556	2157	3411	1842	2738	1341	801	957	688	887	1067	2404	627	261	483	669	534	1450	492	13	1355	4	1	1251	7	1008	1149	435	563	1140	1281	1434	7	10	1934	3402	28	1016	920	940	1090	2879	4108	6230	2386	1819	2950	1402	1764	0	10	0	0	5	0	7	23	0	3	20	305	3
ERCC-00024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00025	0	0	0	0	394	0	0	0	0	0	0	10	1	0	1	0	75	785	128	125	1	0	0	60	0	1	4	0	0	1321	4	1	0	1	0	0	144	33	0	0	2	2	1	0	482	23	0	440	16	0	166	608	2	31	0	0	0	1	0	59	0	417	950	1	2416	1	1	3	1409	1881	1561	1244	1917	1752	1455	1273	0	0	0	460	0	0	0	2	0	594	0	1467	3	0	1	11	0	3	1	0	1	0	10	2709	0	0	0	0	1	0	0	0	954	1	1019	299	0	0	0	0	3	21	1	3	3	2	0	4503	4	1	3	565	0	8	0	1	1	0	0	23	0	3	1	2190	1	0	1020	0	86	167	726	0	1	3	4	1097	31	1	2120	4	0	5	1	2	527	1	64	0	1015	4	0	0	324	41	0	1	1309	316	5	1	1	1	0	0	117	0	380	0	284	0	0	0	0	211	0	1	4	4	5	5	4878	3	51	5	2133	1	18	1635	931	14	0	6	0	0	5	0	2	0	0	1	10	0	1
ERCC-00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	0	0	2	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	3	0	1	2	0	3	1	2274	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	1623	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	104	2	2	2120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1263	0	0	0	0	0	0	0	0	0	1201	0	0	914	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00033	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	2	0	116	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268	232	445	571	0	0	805	534	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	348	565	1353	0	0	0	0	0	0	1	0	0	70	1	0	0	0	0	0	1	0	885	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	852	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00035	23	5	1	556	189	7	280	2	0	0	5	34	1	1	130	928	1259	1253	502	631	230	290	48	0	201	0	190	256	499	0	0	0	1210	1160	0	13	344	8	7	1	1154	3	3	5	732	445	436	0	2	527	0	26	113	287	6	510	0	7	731	3	544	953	0	575	633	2	2	2	2080	2185	1344	1397	1379	1447	1851	1456	34	1443	26	4	2276	16	2546	25	501	1	0	0	407	1075	1736	533	11	4	1501	1760	2512	7	13	5	429	417	824	379	4	5	1417	6	1	4	2	100	1645	2633	733	313	553	1	3	337	737	607	0	2	1267	262	578	586	1129	4	11	5	4533	1324	527	1503	1218	4	1089	10	143	2406	1029	1439	2232	3	1348	1121	1486	1125	5	1225	950	8	1973	1840	1003	705	17	22	1583	3958	1881	11	1350	8	615	218	474	688	700	5	904	507	0	7	4	0	5	0	0	0	0	0	1047	2	0	3	0	0	0	0	16	14	20	19	2963	10	954	14	13	2185	37	11	3	7	0	6	0	1	9	0	7	0	0	0	13	0	1
ERCC-00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	91	0	0	10	0	0	0	0	0	1	71	139	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	271	0	0	0	0	0	0	210	9	262	125	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	497	714	30	0	0	0	1	0	0	0	1	0	0	0	1	0	1	876	0	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC-00042	447	274	1	219	371	390	4	472	4	166	105	113	210	0	2	1550	2668	1422	998	1743	326	7	44	349	295	470	648	372	985	112	685	1060	1387	966	572	856	279	3	4	194	693	1809	18	3	1121	773	844	273	855	404	1062	946	33	1	679	442	781	161	873	115	880	1523	0	1	1173	539	413	570	3174	3546	2389	3559	2952	2002	3641	2856	1455	6	989	392	2165	2334	109	7	712	1671	1144	1486	647	1241	2605	303	658	2956	2639	171	1123	1	11	1311	601	329	1516	465	1007	2142	23	712	949	1498	518	15	2451	2774	728	348	1286	1035	963	643	16	1106	1420	6593	828	2059	693	460	3127	2674	2331	3028	4586	3774	1139	3234	2431	12	2093	2735	972	3374	2914	3692	2921	2626	1743	2313	4141	3051	2579	3686	1713	4714	2798	18	2087	2918	3056	4584	3326	5725	2559	1840	2666	885	1230	4239	1584	835	1104	1520	1339	935	260	889	1754	3	2431	550	1372	803	14	1083	4	590	1471	1458	1992	1654	457	11	1902	919	3162	3142	4000	1303	1540	32	7068	4537	2887	7156	13	1198	0	19	115	5	9	0	25	8	0	4	30	1	3
ERCC-00043	4	86	5	540	320	223	527	23	107	303	201	200	635	342	375	2279	4624	3511	2422	3322	493	677	112	555	847	561	527	1042	1209	1454	893	1645	1639	731	1489	718	395	881	1118	1640	3659	20	1226	455	1301	1427	868	1447	1180	1430	1012	943	1604	1669	889	1251	1142	154	581	1262	1350	2115	2	1497	1447	1936	2334	3	5803	5631	4222	5101	4249	5260	6214	4282	1362	1696	4	0	2712	12	2	2	2170	3258	1190	2135	864	2503	2954	1819	608	7777	4878	6790	3705	6	1679	3598	923	1231	2561	1058	574	3104	922	634	986	1281	377	1220	2571	6588	994	317	1516	1194	689	498	1219	996	3256	8384	1931	1870	1116	1031	2529	4369	1931	2562	8	3002	1875	4107	2793	4046	4008	6181	1490	5939	2380	6190	3699	3373	2461	2890	5525	4404	5134	4441	3114	6168	4437	1584	2949	4495	4277	795	6011	5960	4581	3502	2949	2205	1387	2599	4461	1304	1397	1284	1318	1762	1338	1551	2303	2552	2	1175	15	900	1445	2782	648	1938	1124	1277	5	2181	1545	1	4735	1625	2085	3053	3166	2319	4110	3827	6338	6598	2846	5332	2781	3281	1	374	1	1	11	1	29	0	1	3	56	64	7
ERCC-00044	293	2	0	188	3	1	128	39	0	12	0	31	97	2	0	42	589	296	174	717	0	1	0	210	0	262	0	459	0	1	0	1108	559	1	0	400	0	2	1	0	0	1	2	2	0	214	0	491	440	0	543	354	1	0	0	628	657	1	1	637	3	0	0	63	781	0	2330	0	1427	1257	823	1290	1477	1132	1306	1123	2	4	1	3	1851	2375	1	2	504	1	0	169	0	38	4	1	608	1307	819	2851	1217	1	1	2	1	2	1332	0	0	0	802	538	550	0	113	0	1438	12	1	325	416	963	0	51	2	99	0	208	402	1	363	459	1442	1	1035	0	627	1	1334	0	0	0	1	4	3	2311	8	1162	1250	1232	3	291	1504	1	1449	1592	7	2	1736	1268	813	2153	2	2275	2154	59	1	1	1258	2	1	1581	836	165	708	3	1157	1	1565	0	773	6	1243	3	0	0	669	1664	0	451	0	1	5	0	562	1	569	1	3	1610	2	1029	6	2	2	2284	3	3	9	0	0	18	0	0	57	1	14	1	1	1	12	699	6
ERCC-00046	807	610	326	1360	1323	769	1495	1725	292	418	630	589	855	953	648	4973	11568	7963	4751	8260	648	850	505	580	1183	1124	1210	2145	2480	3102	2914	4082	3802	2899	2633	1666	954	1355	3365	2911	12849	4124	2045	1305	3032	1891	1659	2082	1633	2366	2369	1788	2543	4523	1954	1727	2277	4856	2664	8891	2198	4756	1906	2031	3990	4513	7254	4487	10787	11392	8686	10147	9249	9312	13763	9629	1612	4612	1484	1635	6437	5320	6410	2433	3378	5824	3646	4247	1503	5281	8360	4113	3050	11242	6320	10452	7120	36	3082	7859	1254	1869	3803	1565	2124	6117	1940	1659	1735	2904	1294	1112	5665	12595	1509	806	2699	3783	1260	1056	2214	3306	3796	20366	4983	7417	1654	1391	8929	8961	7878	10063	11334	6820	3946	12126	10958	11141	9581	11639	4112	13123	7283	13904	11004	8633	6993	6798	12598	12548	11762	17327	7408	13729	8762	2952	9818	10697	9071	12357	12959	14638	10654	7476	6148	2879	3656	12388	16754	3278	2397	2015	4358	2703	6796	4622	3579	6517	5292	1967	5361	2653	4391	8261	2783	2404	4472	3314	8467	6463	3611	7055	17740	5149	8253	9430	10646	7425	9945	21929	20858	11511	10172	20656	7106	6079	61	2545	6356	1534	787	443	485	1163	640	6607	779	3874	6319
ERCC-00048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
