QUALIFIER	NR_NC filter	qt_cluster 200	PC-6	3C	PC32	0	23	41	53	66
178386_s_at	1	7	263	427	351	273	294	448	411	538
178385_at	1	NC	6	6	5	5	7	5	6	7
178384_at	1	NC	6	5	5	5	6	5	6	6
178383_at	1	1	94	101	92	116	70	69	69	65
178382_s_at	1	2	11	7	14	7	9	7	10	13
178381_at	1	NC	5	5	4	4	5	4	5	5
178380_at	1	NC	5	4	4	4	5	4	5	5
178379_at	1	NC	5	5	5	4	6	4	5	5
178378_at	1	19	7	6	6	5	7	12	47	31
178377_at	1	NC	5	5	4	4	5	4	5	5
178376_s_at	1	4	8	8	7	15	9	13	25	28
178375_at	1	NC	5	5	4	4	5	5	6	5
178374_at	1	NC	5	5	5	4	6	5	6	6
178373_at	0	NC	5	5	5	4	5	4	5	5
178372_at	1	NC	6	5	4	4	5	4	5	5
178371_at	0	NC	5	4	4	4	6	5	7	6
178370_at	1	NC	5	5	4	4	5	5	5	5
178369_at	1	NC	5	5	5	4	5	4	5	5
178368_at	1	NC	5	4	5	4	5	4	6	5
178367_at	1	9	6	6	6	5	21	79	96	93
178366_at	1	NC	52	66	55	52	51	54	59	59
178365_s_at	1	NC	15	9	16	13	17	12	21	21
178364_at	1	1	39	26	22	32	14	8	7	8
178363_at	1	NC	5	5	5	4	6	5	5	5
178362_at	1	NC	5	4	4	4	5	4	5	5
178361_at	1	NC	5	5	4	4	5	4	5	5
178360_at	1	NC	6	4	5	4	6	5	5	6
178359_s_at	1	4	11	7	7	10	8	11	14	16
178358_at	1	NC	5	5	5	4	6	9	9	14
178357_at	1	NC	5	4	4	4	5	4	5	5
178356_at	1	NC	6	7	6	5	7	5	5	5
178355_at	1	NC	6	4	5	4	6	5	6	5
178354_at	1	NC	6	5	6	5	6	5	6	6
178353_s_at	1	1	221	171	125	173	92	58	54	42
178352_at	1	NC	5	4	5	5	6	5	7	6
178351_at	1	NC	5	4	4	4	5	4	5	5
178350_s_at	0	NC	137	166	102	82	53	34	29	24
178349_at	1	6	79	63	59	62	49	21	18	14
178348_s_at	1	NC	402	501	503	683	555	993	794	1218
178347_at	1	NC	6	6	5	5	6	6	7	6
178346_at	0	NC	6	6	5	5	6	5	6	6
178345_at	1	2	5	5	5	4	5	4	6	6
178344_at	1	NC	6	7	5	5	6	5	6	6
178343_s_at	1	NC	6	7	6	7	7	7	8	7
178342_s_at	1	NC	9	11	9	10	15	18	24	21
178341_at	1	NC	5	4	4	4	5	4	5	5
178340_at	1	3	38	33	21	37	22	28	25	26
178339_at	1	NC	5	5	4	4	5	4	5	6
178338_at	1	NC	7	6	6	4	6	5	7	8
178337_at	1	NC	5	4	4	4	5	4	5	5
178336_at	1	NC	6	5	5	5	6	5	6	8
178335_at	1	NC	5	5	5	4	6	5	6	5
178334_at	1	NC	6	5	5	4	6	4	6	6
178333_at	1	NC	11	8	11	9	9	7	10	8
178332_s_at	0	NC	6	5	5	4	5	5	6	6
178331_at	1	NC	6	5	5	4	5	4	5	5
178330_at	1	NC	6	5	5	4	5	5	6	6
178329_at	1	NC	5	5	4	4	5	4	5	5
178328_at	1	NC	7	7	6	6	5	6	7	7
178327_s_at	1	NC	20	21	25	16	24	13	23	13
178326_at	1	NC	7	6	5	5	6	5	7	6
178325_at	1	NC	6	5	6	5	6	5	6	7
178324_at	1	NC	5	4	4	4	5	4	5	5
178323_s_at	1	11	18	51	25	31	17	22	8	13
178322_at	1	NC	5	5	5	4	5	4	6	6
178321_at	1	NC	7	5	7	10	15	11	14	11
178320_at	1	NC	8	6	7	8	8	6	10	8
178319_s_at	0	NC	5	4	5	4	6	4	6	6
178318_at	1	NC	5	4	4	5	7	4	6	6
178317_at	1	NC	6	5	5	4	5	4	5	5
178316_at	1	2	5	4	4	4	5	5	36	57
178315_at	1	NC	5	5	4	4	5	4	6	5
178314_at	0	NC	5	5	5	4	5	4	6	6
178313_at	1	2	6	5	4	5	6	5	6	7
178312_at	1	NC	5	5	5	4	5	4	6	6
178311_at	1	NC	5	5	4	4	5	5	5	5
178310_at	1	NC	5	4	4	4	5	4	5	5
178309_at	0	NC	5	5	5	4	5	4	5	5
178308_at	1	NC	5	4	5	4	5	4	6	6
178307_at	1	NC	5	4	4	4	5	4	5	5
178306_at	1	NC	5	5	4	4	5	4	5	5
178305_at	1	NC	6	4	5	4	5	4	6	6
178304_at	1	NC	5	4	4	4	5	4	5	5
178303_s_at	1	2	11	8	7	8	11	11	20	20
178302_at	1	NC	5	5	4	4	5	4	5	5
178301_at	1	1	36	39	46	29	49	37	12	10
178300_at	1	9	6	4	5	4	7	25	35	57
178299_at	1	NC	6	5	4	4	5	4	5	5
178298_at	1	NC	6	5	5	4	5	4	5	6
178297_at	1	NC	5	4	5	4	6	5	7	6
178296_at	1	NC	5	5	4	4	5	4	5	5
178295_at	1	NC	6	4	4	4	5	4	5	5
178294_at	1	NC	5	6	6	4	6	5	7	6
178293_at	1	NC	7	8	7	7	7	6	7	8
178292_at	1	NC	6	5	5	4	5	4	6	6
178291_at	0	NC	6	5	5	9	8	5	6	5
178290_at	1	NC	6	5	4	4	5	4	6	6
178289_at	1	NC	5	4	4	4	5	4	5	5
178288_at	1	53	6	6	5	5	12	62	26	51
178287_at	1	NC	5	5	4	4	5	5	5	5
178286_at	1	NC	5	4	4	4	5	4	6	5
178285_at	1	NC	6	6	5	4	5	4	6	6
178284_s_at	1	5	6	5	5	4	63	112	480	516
178283_at	1	NC	9	13	7	5	6	6	6	6
178282_at	1	2	18	15	28	9	20	26	53	38
178281_at	1	NC	6	6	5	4	5	5	6	6
178280_s_at	1	NC	6	6	6	5	7	4	6	5
178279_at	1	NC	5	5	4	4	5	4	5	5
178278_at	1	NC	5	5	5	4	5	4	5	5
178277_at	1	NC	5	5	4	4	6	6	11	13
178276_at	1	NC	7	7	6	6	7	6	6	6
178275_s_at	1	NC	7	6	9	6	12	8	9	9
178274_at	1	NC	5	4	4	4	5	4	5	5
178273_at	1	NC	5	5	4	4	5	4	5	5
178272_at	1	NC	6	6	7	5	6	5	7	7
178271_at	1	10	29	21	25	39	47	38	16	14
178270_s_at	1	NC	5	5	4	4	5	4	5	5
178269_at	1	NC	5	5	5	4	6	5	6	5
178268_s_at	1	NC	5	5	4	4	5	4	5	5
178267_at	1	24	148	270	158	214	114	262	52	93
178266_at	1	NC	6	5	5	4	6	5	7	7
178265_at	1	NC	5	4	4	4	5	5	6	6
178264_at	1	NC	5	5	5	5	6	4	5	5
178263_at	0	NC	5	4	4	4	5	5	5	5
178262_at	1	NC	6	4	4	4	5	4	5	5
178261_at	1	NC	6	6	4	4	7	5	6	6
178260_at	1	NC	6	5	4	5	5	5	5	5
178259_at	1	2	8	8	6	6	7	6	21	28
178258_at	1	NC	5	4	4	4	5	4	5	5
178257_at	1	NC	5	5	5	5	6	6	7	6
178256_at	1	NC	5	5	4	4	5	4	5	5
178255_at	1	NC	5	5	5	4	5	4	5	5
178254_at	1	NC	5	4	5	4	5	4	5	5
178253_at	1	NC	5	5	5	4	5	4	6	5
178252_at	1	NC	6	5	5	4	6	5	6	6
178251_s_at	1	7	133	108	154	72	121	90	182	147
178250_at	1	NC	6	4	5	4	6	5	6	6
178249_at	1	6	41	40	37	23	16	11	8	7
178248_at	1	NC	6	5	6	5	7	6	7	7
178247_at	1	NC	10	10	12	15	18	10	11	7
178246_at	1	NC	5	4	4	4	5	4	5	5
178245_at	1	NC	7	6	6	5	6	5	7	7
178244_at	1	NC	5	5	4	4	5	4	5	5
178243_s_at	1	NC	5	4	5	4	5	4	5	5
178242_at	1	NC	5	5	5	4	6	5	5	6
178241_at	1	NC	26	21	31	21	42	18	14	10
178240_at	1	2	9	11	7	6	9	25	25	51
178239_at	1	NC	6	4	4	4	5	5	6	5
178238_at	1	NC	5	5	5	4	5	5	5	5
178237_at	1	NC	6	6	5	4	6	6	7	7
178236_s_at	1	NC	6	6	5	5	6	6	8	9
178235_at	1	NC	5	5	4	4	5	4	5	5
178234_at	1	NC	9	9	12	10	23	17	24	15
178233_at	1	NC	5	4	4	4	5	4	7	6
178232_at	1	NC	6	5	5	5	6	5	6	6
178231_s_at	1	NC	36	42	37	41	37	32	24	25
178230_s_at	1	NC	7	9	5	11	8	9	7	7
178229_at	1	NC	6	5	5	4	5	5	6	6
178228_at	1	NC	6	5	6	4	6	5	6	7
178227_at	1	NC	6	6	5	4	6	5	6	7
178226_at	1	NC	5	4	5	4	5	4	5	5
178225_at	1	NC	5	5	4	4	5	5	5	6
178224_at	1	NC	6	5	4	4	5	4	5	5
178223_at	1	NC	6	4	6	5	6	6	6	6
178222_at	1	7	267	305	281	156	249	273	293	267
178221_at	1	3	34	29	40	25	49	35	33	21
178220_at	1	NC	6	6	5	5	6	5	6	6
178219_at	1	NC	5	5	4	4	5	4	5	5
178218_at	0	NC	5	4	4	4	5	4	5	5
178217_at	1	NC	5	5	4	4	6	4	5	5
178216_at	1	NC	5	4	5	4	5	4	5	5
178215_at	1	NC	5	4	4	4	5	4	5	5
178214_at	1	NC	6	6	5	4	6	5	6	6
178213_at	1	NC	5	4	4	4	5	4	5	5
178212_s_at	1	NC	12	11	9	34	16	44	22	31
178211_at	1	1	19	20	20	36	28	24	18	14
178210_at	1	NC	5	6	5	4	6	5	5	5
178209_at	1	NC	6	5	5	4	5	4	6	6
178208_at	1	NC	6	6	5	4	5	5	5	6
178207_at	1	NC	6	5	5	4	6	5	6	6
178206_at	1	5	6	7	6	5	9	17	23	19
178205_s_at	1	2	60	42	63	47	99	61	118	80
178204_at	1	NC	6	4	5	4	6	4	6	5
178203_at	1	8	7	5	11	6	116	261	928	811
178202_at	1	NC	5	4	5	4	6	4	6	6
178201_at	1	NC	5	5	4	4	5	5	5	5
178200_at	1	NC	6	5	5	4	6	5	5	5
178199_s_at	1	NC	26	26	23	22	20	23	18	38
178198_at	1	NC	7	5	5	4	6	5	5	6
178197_at	1	NC	5	6	6	5	6	5	7	6
178196_at	1	NC	6	5	5	4	5	5	6	6
178195_at	0	NC	5	5	5	4	5	4	5	5
178194_at	1	NC	5	5	5	5	6	4	6	6
178193_at	1	NC	5	5	5	4	5	4	6	6
178192_at	1	NC	21	19	24	14	20	13	11	11
178191_at	1	NC	5	5	5	4	5	4	5	5
178190_at	0	NC	5	5	5	4	6	4	5	6
178189_at	1	NC	6	5	5	4	6	5	6	7
178188_at	1	NC	6	5	5	4	5	4	6	6
178187_at	1	NC	6	6	6	5	6	5	6	6
178186_at	0	NC	5	5	5	4	5	4	5	6
178185_s_at	1	NC	6	5	5	4	5	4	6	6
178184_at	1	NC	5	4	5	4	5	4	5	5
178183_at	1	NC	5	4	4	4	5	4	5	5
178182_at	1	NC	5	4	5	4	5	4	6	5
178181_at	1	NC	6	5	5	4	5	4	5	5
178180_at	1	NC	5	5	4	4	5	5	5	5
178179_at	1	NC	5	5	4	4	6	4	5	5
178178_s_at	1	NC	16	10	11	18	18	17	25	23
178177_at	1	NC	6	5	5	4	5	4	6	5
178176_at	1	NC	6	5	4	6	7	6	6	6
178175_at	1	2	5	5	4	4	5	10	17	26
178174_s_at	1	1	93	77	68	97	100	45	28	23
178173_at	1	NC	5	5	5	4	5	4	6	6
178172_at	1	NC	5	5	4	4	5	4	6	5
178171_at	1	NC	5	4	4	4	5	4	5	5
178170_at	1	NC	5	7	5	5	6	5	6	6
178169_at	1	NC	6	5	5	4	6	4	6	5
178168_at	1	NC	6	5	5	4	6	6	5	5
178167_at	1	NC	5	5	5	4	5	4	5	5
178166_at	1	NC	6	5	5	5	6	4	5	5
178165_at	1	NC	5	5	4	4	5	4	5	5
178164_at	1	NC	5	4	4	4	5	5	5	5
178163_at	1	NC	5	4	5	4	5	4	5	5
178162_at	0	NC	5	4	4	4	6	8	17	21
178161_s_at	0	NC	5	5	5	4	5	4	6	5
178160_at	1	NC	5	5	4	4	5	4	5	6
178159_at	1	26	5	5	6	4	14	20	32	35
178158_at	1	NC	5	5	4	4	5	4	5	5
178157_at	1	NC	5	4	4	4	5	4	5	5
178156_at	1	NC	74	90	84	74	73	97	61	89
178155_at	1	NC	5	5	4	4	5	4	5	5
178154_at	1	NC	7	7	6	6	6	5	8	8
178153_at	1	NC	6	6	5	4	6	5	5	7
178152_at	1	NC	6	5	4	4	6	5	5	6
178151_at	1	NC	5	4	4	4	6	5	5	5
178150_at	1	NC	5	5	5	5	5	5	6	6
178149_s_at	0	NC	6	10	8	7	8	8	8	12
178148_at	1	NC	6	6	5	4	5	5	6	5
178147_at	0	NC	5	6	5	4	5	5	6	5
178146_s_at	1	NC	5	5	5	4	5	4	5	5
178145_at	1	NC	6	6	5	5	6	5	6	7
178144_s_at	1	9	6	6	7	5	10	18	48	49
178143_at	1	NC	6	6	6	5	6	6	10	12
178142_at	1	NC	5	7	6	6	6	5	8	7
178141_s_at	1	NC	5	4	5	4	6	5	6	6
178140_s_at	1	3	135	122	170	96	175	102	102	62
178139_at	1	NC	8	6	6	5	7	6	7	8
178138_at	1	NC	5	5	5	4	5	5	5	5
178137_at	1	NC	6	5	5	4	6	4	6	6
178136_at	1	NC	6	6	6	6	8	6	9	8
178135_at	1	NC	22	29	17	15	18	24	11	19
178134_at	1	NC	6	6	5	4	5	5	6	5
178133_at	1	NC	6	6	5	5	5	5	5	6
178132_at	1	NC	5	5	4	4	6	5	8	7
178131_at	1	NC	8	9	7	7	8	6	9	8
178130_at	1	NC	5	6	4	5	6	5	6	6
178129_at	1	NC	5	5	5	4	5	4	5	5
178128_at	0	NC	6	5	5	5	6	4	6	6
178127_s_at	1	NC	6	4	4	4	5	4	6	5
178126_s_at	1	2	6	5	6	5	6	4	8	8
178125_at	1	NC	6	5	5	4	6	5	6	6
178124_at	1	17	183	230	226	126	224	219	307	340
178123_at	1	NC	6	7	5	5	6	5	7	6
178122_at	1	NC	12	18	15	15	18	17	7	6
178121_at	1	NC	5	5	4	4	5	4	5	5
178120_s_at	1	4	15	29	17	18	13	15	13	19
178119_at	1	NC	6	5	4	4	5	4	5	5
178118_at	1	NC	5	5	4	4	5	4	5	5
178117_at	1	NC	5	5	4	4	5	4	5	5
178116_at	1	NC	5	5	5	4	5	4	5	5
178115_at	1	NC	5	5	5	4	5	5	5	6
178114_at	1	NC	5	6	6	4	6	4	5	6
178113_at	1	NC	6	5	5	4	5	4	6	6
178112_at	1	11	12	11	9	16	10	7	7	7
178111_at	1	NC	7	5	5	4	5	4	8	5
178110_at	1	NC	7	7	6	6	6	6	8	8
178109_at	1	NC	6	5	4	4	5	4	5	5
178108_at	1	NC	7	6	6	6	6	5	7	8
178107_at	1	NC	38	31	37	26	49	34	52	45
178106_at	1	NC	6	8	13	5	19	27	15	10
178105_at	1	NC	5	6	5	6	5	4	6	5
178104_at	1	NC	5	5	5	4	7	5	8	8
178103_at	1	NC	7	6	6	6	6	6	7	6
178102_at	1	NC	5	5	5	4	5	4	5	5
178101_at	1	NC	5	5	5	4	6	5	6	6
178100_at	1	38	7	12	6	9	15	19	20	17
178099_at	1	NC	5	4	4	4	5	4	5	5
178098_at	1	NC	14	18	17	18	24	25	26	22
178097_at	1	NC	6	5	4	5	6	5	6	5
178096_s_at	0	NC	93	122	97	89	96	159	131	160
178095_at	1	NC	77	95	90	93	101	168	161	182
178094_at	0	NC	5	5	6	4	6	4	6	6
178093_at	1	NC	5	5	5	4	5	4	5	5
178092_at	1	NC	23	32	21	23	12	15	8	9
178091_at	1	NC	5	5	5	4	5	4	5	5
178090_at	1	NC	5	5	5	5	5	6	6	6
178089_at	1	NC	6	5	5	4	6	5	6	6
178088_at	1	NC	6	6	5	4	5	4	6	5
178087_s_at	0	NC	5	4	4	4	5	4	6	5
178086_at	1	NC	5	6	5	4	5	4	6	5
178085_at	1	NC	5	4	4	4	5	4	5	5
178084_at	0	NC	6	5	5	4	5	5	7	5
178083_s_at	1	NC	43	48	47	24	48	36	39	34
178082_s_at	1	NC	7	7	7	7	10	6	8	7
178081_at	1	NC	5	5	4	4	5	4	5	5
178080_at	1	NC	5	5	4	4	6	5	5	5
178079_at	1	NC	5	4	5	4	5	4	5	5
178078_at	1	NC	5	5	4	4	5	4	5	5
178077_at	1	NC	6	5	4	5	6	5	5	5
178076_at	1	NC	31	28	28	21	18	23	23	22
178075_at	1	NC	7	8	6	6	7	7	7	6
178074_at	1	NC	5	5	6	4	6	5	6	5
178073_s_at	1	NC	6	5	5	4	5	4	5	5
178072_at	1	NC	5	4	4	4	5	4	5	5
178071_at	1	NC	5	4	4	4	5	4	5	5
178070_at	1	1	271	211	134	311	73	81	29	37
178069_s_at	1	NC	5	5	5	4	5	4	5	5
178068_s_at	1	4	8	6	7	7	7	8	9	10
178067_at	1	NC	5	5	4	4	6	4	6	5
178066_at	1	5	6	4	4	4	8	14	26	26
178065_at	1	NC	7	5	7	5	7	6	10	6
178064_at	1	NC	14	14	21	12	21	13	22	33
178063_at	1	NC	5	4	4	4	5	4	5	5
178062_at	1	NC	45	15	38	20	36	23	30	23
178061_at	1	NC	5	5	4	4	5	4	5	5
178060_at	0	NC	6	4	4	4	5	4	5	5
178059_s_at	1	1	121	106	151	112	157	86	71	54
178058_at	1	NC	6	5	5	4	5	4	5	5
178057_at	1	NC	5	5	4	5	6	4	5	5
178056_at	1	NC	93	118	108	100	93	84	65	66
178055_at	1	NC	48	64	43	88	41	66	39	50
178054_at	1	NC	5	4	4	4	5	4	5	5
178053_at	1	NC	7	5	7	5	7	7	8	7
178052_at	1	NC	5	5	5	4	5	5	5	5
178051_at	1	NC	5	4	4	4	5	4	5	5
178050_at	1	NC	5	4	4	4	5	4	5	5
178049_at	1	NC	5	5	4	4	5	4	6	5
178048_at	1	NC	5	5	4	4	5	4	5	5
178047_at	1	NC	6	8	6	4	6	5	7	7
178046_at	1	NC	5	6	5	4	5	4	5	5
178045_at	1	NC	5	4	4	4	5	4	5	5
178044_at	1	NC	5	5	5	4	6	4	6	5
178043_at	1	NC	15	9	13	9	12	14	11	10
178042_at	0	NC	5	4	5	4	5	4	5	5
178041_at	1	NC	6	5	5	4	5	4	5	5
178040_at	1	NC	5	4	4	4	5	4	5	5
178039_at	1	5	8	8	10	8	17	24	41	53
178038_at	1	NC	7	6	6	6	6	5	7	6
178037_at	1	NC	5	4	4	4	5	4	5	5
178036_at	1	NC	5	4	4	4	5	4	5	5
178035_at	1	NC	6	4	5	5	8	5	7	8
178034_s_at	1	NC	5	4	4	4	5	4	5	5
178033_at	1	NC	6	6	5	5	7	5	6	6
178032_at	1	NC	7	6	6	5	6	6	7	6
178031_at	1	NC	11	12	11	11	18	17	12	9
178030_at	1	NC	5	5	5	4	6	5	5	5
178029_at	1	NC	18	15	13	19	20	12	21	12
178028_at	1	NC	5	4	4	4	5	4	5	5
178027_at	1	NC	5	5	4	4	5	5	5	6
178026_at	1	NC	6	6	5	5	6	4	5	5
178025_s_at	1	2	77	57	113	36	107	51	158	108
178024_at	1	NC	5	5	4	4	5	4	5	5
178023_s_at	1	1	53	39	47	72	40	37	25	25
178022_s_at	1	NC	41	45	47	47	50	62	60	72
178021_at	1	NC	6	5	5	4	6	5	6	6
178020_at	1	NC	5	4	4	4	5	4	5	5
178019_s_at	1	2	9	7	6	5	6	6	8	8
178018_at	1	1	44	44	54	49	56	24	20	9
178017_s_at	1	NC	6	4	4	4	5	4	5	5
178016_at	1	NC	5	5	5	4	5	4	5	5
178015_at	1	NC	5	6	5	4	6	5	6	6
178014_s_at	1	NC	12	16	16	12	13	17	15	20
178013_at	1	NC	5	4	4	4	5	4	5	5
178012_at	1	NC	6	7	5	5	6	7	7	7
178011_s_at	1	1	128	187	114	108	69	83	41	40
178010_s_at	0	NC	5	4	4	4	5	4	5	5
178009_s_at	1	NC	5	5	5	4	6	7	7	8
178008_at	1	NC	7	5	5	4	6	5	6	5
178007_at	1	NC	5	5	5	4	5	4	5	5
178006_at	1	NC	5	5	4	4	5	4	5	5
178005_at	1	NC	5	4	4	4	5	4	5	6
178004_at	1	NC	5	4	4	4	5	4	6	6
178003_at	0	NC	5	4	6	4	8	12	14	19
178002_at	1	NC	6	7	5	5	7	5	7	7
178001_at	1	NC	7	6	5	5	6	5	7	7
178000_at	1	NC	6	5	4	4	5	4	5	5
177999_at	1	NC	5	4	5	4	6	5	5	6
177998_at	1	NC	6	7	6	5	7	7	8	8
177997_at	1	NC	5	5	5	4	5	4	5	5
177996_s_at	0	NC	5	4	5	5	5	4	5	5
177995_at	1	NC	6	6	6	6	6	6	6	6
177994_at	1	NC	54	31	47	31	42	21	27	25
177993_at	1	NC	6	5	5	4	6	5	7	7
177992_at	1	NC	6	5	5	4	6	5	6	5
177991_at	1	2	5	6	5	4	8	10	17	20
177990_at	1	NC	5	4	5	4	5	4	5	5
177989_at	1	NC	6	5	5	5	5	4	5	5
177988_at	1	NC	5	4	4	4	5	4	5	5
177987_at	1	NC	5	5	5	4	5	4	6	5
177986_at	1	3	92	96	84	108	88	115	72	87
177985_at	1	NC	5	4	4	4	5	4	5	5
177984_at	1	NC	9	9	8	11	8	6	6	7
177983_s_at	1	NC	6	4	5	5	6	5	6	6
177982_at	1	NC	6	5	4	4	5	4	6	5
177981_at	1	NC	6	5	5	4	6	5	6	6
177980_at	1	NC	6	6	5	5	6	5	6	6
177979_s_at	1	2	6	4	5	4	6	5	7	6
177978_at	1	4	9	6	8	6	8	6	7	7
177977_s_at	0	NC	6	6	6	6	6	6	6	6
177976_at	1	NC	5	5	4	4	5	4	5	5
177975_at	1	NC	6	7	6	6	8	8	13	12
177974_s_at	0	NC	54	33	28	81	35	22	7	6
177973_at	1	1	37	24	20	59	22	10	6	6
177972_at	1	NC	6	5	5	5	5	5	6	5
177971_at	1	NC	5	5	5	4	5	5	5	6
177970_at	1	NC	5	5	5	5	7	6	7	7
177969_at	1	NC	38	42	46	47	44	31	30	25
177968_at	0	NC	5	4	4	4	5	4	5	5
177967_at	1	NC	5	5	4	4	5	4	5	5
177966_s_at	1	1	136	145	154	153	112	100	57	54
177965_at	1	NC	5	5	4	4	5	4	5	5
177964_at	0	NC	5	4	5	4	5	4	5	5
177963_at	1	NC	33	71	45	55	40	81	42	71
177962_at	1	NC	5	6	5	4	6	6	7	6
177961_at	1	NC	5	4	4	4	6	5	6	5
177960_at	0	NC	5	4	5	4	5	4	5	5
177959_at	1	NC	5	5	4	4	5	4	5	5
177958_at	1	NC	5	4	4	4	5	4	6	5
177957_at	1	NC	5	5	5	4	5	4	6	5
177956_at	1	NC	6	6	6	4	6	6	10	11
177955_at	1	NC	5	4	4	4	5	5	5	5
177954_at	1	NC	5	5	4	4	5	4	5	5
177953_s_at	1	4	19	22	20	23	29	26	33	31
177952_s_at	1	NC	5	5	4	4	5	4	6	5
177951_s_at	1	NC	6	4	4	4	5	4	6	5
177950_s_at	0	NC	102	92	102	132	129	101	104	80
177949_at	1	3	29	23	37	45	43	35	33	20
177948_at	1	NC	5	7	5	4	5	5	7	6
177947_at	1	NC	6	6	5	5	6	5	6	7
177946_at	1	NC	5	5	4	4	5	4	5	5
177945_s_at	1	NC	27	19	27	22	32	26	18	14
177944_at	1	NC	5	4	4	4	5	4	5	5
177943_at	1	NC	5	5	5	5	5	5	6	6
177942_at	1	NC	5	4	4	4	5	5	5	5
177941_at	1	NC	5	4	4	4	5	5	5	5
177940_at	1	NC	6	6	6	5	6	6	6	6
177939_at	1	NC	5	6	5	4	5	4	5	5
177938_at	1	NC	6	6	5	5	5	4	6	6
177937_s_at	1	NC	21	18	29	28	35	23	61	41
177936_s_at	1	NC	5	4	4	4	6	5	7	6
177935_at	1	3	179	166	181	164	241	227	242	215
177934_s_at	1	NC	5	4	4	4	5	4	5	5
177933_at	1	NC	5	5	5	4	5	5	6	6
177932_at	1	NC	6	6	5	5	6	5	6	7
177931_at	1	NC	6	6	6	5	6	5	6	6
177930_at	1	NC	5	5	4	4	5	4	5	5
177929_s_at	1	NC	5	4	4	4	5	4	5	5
177928_at	1	NC	5	4	5	4	5	4	5	5
177927_at	1	NC	5	5	5	4	5	4	5	5
177926_s_at	0	NC	5	4	4	4	5	4	5	5
177925_at	1	NC	5	5	4	4	5	4	5	5
177924_s_at	1	NC	6	5	5	4	6	5	7	10
177923_at	1	NC	8	7	8	7	8	7	10	9
177922_at	1	NC	5	5	5	4	5	5	5	5
177921_at	1	NC	7	6	7	5	8	6	10	7
177920_at	1	NC	5	4	5	4	5	4	5	6
177919_s_at	1	1	86	83	94	74	109	50	36	24
177918_at	1	NC	5	4	4	4	5	4	6	5
177917_at	1	NC	5	5	4	4	5	5	6	5
177916_at	1	NC	5	4	4	4	6	4	5	5
177915_at	1	NC	17	13	13	7	17	12	19	16
177914_s_at	1	NC	81	51	48	95	37	36	26	31
177913_at	1	NC	6	6	5	5	6	5	7	6
177912_at	1	NC	5	6	5	4	5	5	5	6
177911_at	1	6	173	257	194	160	65	95	45	61
177910_at	0	NC	5	5	4	4	5	4	5	5
177909_at	1	NC	5	5	4	4	5	4	5	5
177908_at	1	NC	6	6	5	5	6	5	6	6
177907_at	1	NC	5	5	5	4	5	5	5	5
177906_s_at	1	NC	5	5	4	4	5	4	5	5
177905_at	1	NC	5	5	5	4	5	5	5	5
177904_at	1	NC	6	6	6	6	7	7	7	8
177903_s_at	1	NC	5	5	4	4	5	4	6	5
177902_s_at	1	2	9	10	9	10	20	12	33	28
177901_at	1	NC	6	5	4	4	6	5	6	6
177900_s_at	1	2	5	5	5	4	6	7	13	12
177899_at	1	NC	6	6	5	4	6	4	6	6
177898_at	1	NC	6	4	6	4	6	5	7	6
177897_at	1	3	53	37	60	23	52	28	59	35
177896_at	1	NC	6	6	5	5	6	5	6	7
177895_at	1	NC	5	5	4	4	5	4	5	5
177894_at	1	NC	46	55	45	42	42	43	30	43
177893_at	1	NC	6	5	5	5	6	5	6	5
177892_at	1	NC	5	5	4	4	5	4	5	5
177891_s_at	1	1	54	55	38	64	23	18	12	9
177890_at	1	NC	6	5	5	4	6	5	6	6
177889_at	1	NC	5	4	5	4	5	4	5	6
177888_at	1	NC	7	7	5	5	6	5	7	6
177887_at	1	NC	6	6	6	5	6	5	7	6
177886_at	1	NC	6	5	4	4	5	4	5	5
177885_at	1	NC	5	5	5	4	5	4	5	5
177884_at	1	NC	5	5	4	4	6	4	6	6
177883_at	1	NC	5	5	4	4	5	4	5	5
177882_at	1	NC	5	5	5	4	6	5	5	6
177881_at	1	28	5	5	5	4	6	6	8	11
177880_at	1	NC	5	5	5	4	5	4	5	5
177879_at	1	NC	5	4	4	4	5	4	5	5
177878_at	1	NC	5	5	5	4	5	5	6	6
177877_at	1	NC	5	4	4	4	6	5	7	8
177876_at	1	NC	17	28	9	21	7	11	6	9
177875_at	1	NC	67	80	67	85	53	70	75	107
177874_s_at	1	NC	6	6	6	5	6	5	7	6
177873_at	1	NC	5	5	5	5	5	5	6	5
177872_at	1	NC	6	5	5	6	7	6	7	6
177871_at	1	NC	26	30	32	38	33	34	21	21
177870_at	1	NC	5	5	6	5	6	5	6	6
177869_at	1	NC	5	6	5	4	5	5	6	5
177868_s_at	1	NC	5	5	5	4	5	4	6	5
177867_at	1	NC	5	5	4	4	5	4	5	5
177866_at	1	NC	5	5	4	4	5	4	5	5
177865_at	1	NC	6	5	5	4	5	5	5	6
177864_at	1	NC	5	5	5	6	8	8	8	6
177863_at	1	NC	5	4	4	4	5	4	5	5
177862_at	1	NC	5	5	5	4	5	4	5	5
177861_at	1	NC	5	4	5	4	6	4	5	5
177860_at	1	NC	6	5	5	4	6	5	5	5
177859_at	1	NC	7	6	6	6	7	6	7	7
177858_s_at	0	NC	31	25	30	44	24	22	23	23
177857_s_at	1	NC	41	37	56	60	68	55	84	82
177856_at	1	NC	11	7	10	11	9	7	8	10
177855_at	1	NC	5	4	4	4	5	4	5	5
