Probe Set ID	Gene Symbol	Ensembl
189133_s_at	dhs-1	C01G8.3
189134_s_at	tbb-2	C36E8.5
189135_at	srh-99	C46E10.7
189136_at	---	R03C1.3
189137_at	---	C26D10.3
189138_s_at	---	W03G1.6
189139_at	---	F25D7.5
189140_s_at	---	T16G12.1
189141_at	srt-71	C50H11.3
189142_at	cyp-29A4	B0331.1
189143_at	srg-21	Y25C1A.9
189144_at	---	Y4C6A.1
189145_at	ceh-23	ZK652.5
189146_at	---	C01F4.2
189147_at	---	F58E6.3
189148_at	---	---
189149_at	---	F26A1.3
189150_at	kgb-2	ZC416.4
189151_s_at	---	T16G12.1
189152_s_at	---	F19B6.1
189153_at	srd-13	C39H7.7
189154_at	str-255	C45H4.15
189155_at	---	C46C11.1
189156_at	str-172	Y17G9A.5
189157_at	---	K02A11.1
189158_at	tag-73	C16C10.10
189159_at	---	F56D5.9
189160_at	---	ZK896.7
189161_at	prdx-3	R07E5.2
189162_s_at	---	F23C8.8
189163_at	cyp-25A2	C36A4.2
189164_at	dsl-5	F58B3.8
189165_s_at	---	C10C6.6
189166_at	---	ZK354.6
189167_at	---	Y49E10.11
189168_at	srg-9	T12A2.10
189169_s_at	fmo-5	H24K24.5
189170_at	nth-1	R10E4.5
189171_at	---	---
189172_s_at	---	C49C3.5
189173_s_at	---	F28C6.4
189174_at	nas-10	K09C8.3
189175_at	trpa-1	C29E6.2
189176_at	cyp-25A1	C36A4.1
189177_at	---	F53C3.10
189178_at	---	F44G3.2
189179_at	hil-1	C30G7.1
189180_at	---	---
189181_s_at	---	---
189182_at	---	B0361.10
189183_at	lag-2	Y73C8B.4
189184_at	ckb-4	F22F7.5
189185_at	---	C05E4.14
189186_at	dhs-30	T25G12.7
189187_at	nas-13	F39D8.4
189188_at	---	C49C3.4
189189_s_at	skr-13 /// skr-12	C52D10.8 /// C52D10.6
189190_s_at	---	R03D7.2
189191_at	---	R11E3.1
189192_at	---	C23H4.4
189193_at	---	F59A6.4
189194_at	---	F27E5.3
189195_at	---	T23F11.1
189196_at	---	C09D1.1
189197_at	flna-2	C23F12.2
189198_s_at	---	F43D9.1
189199_s_at	---	ZK354.2
189200_at	---	T07A5.2
189201_s_at	---	Y48E1B.13
189202_at	---	R151.4
189203_at	---	F40A3.5
189204_at	---	F26D11.1
189205_at	klc-1	M7.2
189206_at	cyp-13B2	K06G5.2
189207_at	---	C28H8.6
189208_at	---	F38B6.4
189209_at	---	B0218.5
189210_at	---	F46F5.2
189211_s_at	---	ZK512.2
189212_at	---	T25G12.2
189213_at	---	C56G2.5
189214_s_at	lin-13	C03B8.4
189215_at	---	F23C8.7
189216_at	str-41	R13D7.1
189217_at	---	F41G3.5
189218_at	cyp-14A4	R04D3.1
189219_s_at	cyp-13A11 /// cyp-13A12	F14F7.2 /// F14F7.3
189220_at	---	F53C3.1
189221_at	cyp-37B1	F28G4.1
189222_at	srx-9	R13D7.6
189223_at	---	C06A6.4
189224_s_at	lem-3	F42H11.2
189225_s_at	---	R02C2.1
189226_at	sri-61	F34D6.6
189227_at	---	W07B8.1
189228_at	---	C23H4.3
189229_s_at	---	C56C10.13
189230_s_at	---	ZC123.4
189231_at	---	F59A6.6
189232_at	str-52	C45H4.12
189233_s_at	---	C44C8.6
189234_at	---	E01G6.3
189235_at	srj-13	R13D7.3
189236_s_at	polq-1	W03A3.2
189237_at	---	C11E4.6
189238_at	---	W03F8.2
189239_at	---	F19C6.3
189240_at	---	F09F3.5
189241_at	---	C23H4.4
189242_at	sri-62	F34D6.5
189243_at	---	F08C6.1
189244_at	che-2	F38G1.1
189245_at	---	F47F2.1
189246_at	---	T04F3.4
189247_at	---	C23H4.2
189248_at	---	T27A8.2
189249_at	---	T11F8.4
189250_at	---	ZC116.2
189251_at	sec-24.2	ZC518.2
189252_s_at	srt-2 /// srt-1	C13B7.1 /// Y45G12C.5
189253_s_at	cyp-25A4 /// cyp-25A5	C36A4.6 /// F42A6.4
189254_s_at	kel-10	T16H12.6
189255_at	cyp-33D3	Y17D7A.4
189256_at	cyp-35B2	K07C6.3
189257_at	---	---
189258_at	---	W04G3.6
189259_s_at	pmp-4	T02D1.5
189260_at	srh-100	C46E10.10
189261_at	---	F21A3.2
189262_at	haf-4	W04C9.1
189263_at	cyp-32A1	C26F1.2
189264_s_at	cyp-32A1	C26F1.2
189265_at	cyp-34A2	T10H4.11
189266_at	---	R53.1
189267_s_at	---	F38B2.4
189268_s_at	---	C15H9.7
189269_at	---	C55B6.1
189270_at	---	F28H7.10
189271_s_at	nrx-1	C29A12.4
189272_at	col-182	R09A8.4
189273_at	---	F55A11.1
189274_s_at	lrk-1	T27C10.6
189275_at	---	C07A9.1
189276_s_at	---	C47D12.1
189277_at	abt-1	C24F3.5
189278_s_at	---	T21D11.1
189279_at	---	C08B6.8
189280_at	---	F55A12.4
189281_at	kin-34	R02C2.2
189282_at	cyp-35C1	C06B3.3
189283_s_at	cyp-35C1	C06B3.3
189284_at	---	Y69H2.11
189285_at	---	K02E10.7
189286_s_at	---	T23G5.2
189287_at	---	F08B6.3
189288_at	---	C07E3.9
189289_s_at	---	F28C10.3
189290_at	---	K11H12.9
189291_at	---	C24G6.2
189292_at	cyp-25A6	K06B9.1
189293_s_at	dsl-6	H02I12.4
189294_at	cyp-33C6	F41B5.7
189295_at	sri-32	T10D4.12
189296_s_at	---	T02B5.3
189297_at	cyp-33E2	F42A9.5
189298_at	---	F22H10.1
189299_at	---	Y65B4BR.1
189300_at	---	---
189301_at	col-186	E03G2.4
189302_s_at	vha-10	F46F11.5
189303_at	---	F56F3.4
189304_at	cyp-35A3	K09D9.2
189305_at	---	F55G1.5
189306_at	---	---
189307_at	---	F26C11.3
189308_s_at	---	F26C11.3
189309_at	cyp-33C7	F41B5.2
189310_at	thn-4	F49A5.6
189311_s_at	---	H19M22.2
189312_at	---	R06A10.4
189313_at	acr-5	K03F8.2
189314_at	cyp-33C1	C45H4.2
189315_at	cyp-14A1	K09A11.2
189316_at	---	T27A10.3
189317_at	tba-8	ZK899.4
189318_at	elo-2	F11E6.5
189319_at	---	K08F4.1
189320_at	---	Y41G9A.3
189321_at	---	C34C12.8
189322_at	abt-2	F12B6.1
189323_at	---	F02E9.7
189324_s_at	ile-1	K07A1.8
189325_at	---	F02D8.4
189326_at	srj-53	Y49C4A.6
189327_s_at	---	Y47H9C.4
189328_at	---	ZC443.1
189329_s_at	---	ZC443.1
189330_at	---	H27M09.2
189331_s_at	---	T26G10.1
189332_s_at	nas-2	Y19D10A.6 /// F56A4.1
189333_at	---	F33D11.7
189334_at	cyp-33C3	F41B5.4
189335_at	---	---
189336_at	cyp-14A2	K09A11.3
189337_at	ver-1	T17A3.1
189338_at	---	ZK892.1
189339_at	tct-1	F25H2.11
189340_at	mog-5	EEED8.5
189341_s_at	---	ZC376.3
189342_at	mrp-6	F20B6.3
189343_at	cyp-34A4	T09H2.1
189344_s_at	cyp-14A5	F08F3.7
189345_at	---	F07H5.9
189346_at	syn-2	F48F7.2
189347_at	ers-3	T07A9.2
189348_at	srh-30	ZC404.12
189349_at	---	---
189350_at	cyp-29A2	T19B10.1
189351_at	---	F53A2.8
189352_s_at	---	C10C5.6
189353_at	---	F58G6.1
189354_at	cyp-34A1	T10H4.10
189355_at	---	ZC374.1
189356_at	sri-34	Y27F2A.7
189357_s_at	sri-33 /// sri-34	Y27F2A.4 /// Y27F2A.7
189358_at	---	T10B10.8
189359_s_at	---	ZK669.5
189360_s_at	---	T04A8.6
189361_s_at	---	T26C5.3
189362_at	elo-7	F56H11.3
189363_at	---	T28D9.2
189364_at	pme-4	H23L24.5
189365_s_at	---	R11A8.7
189366_at	cyp-35B1	K07C6.4
189367_at	sri-50	ZC239.19
189368_at	---	C04C3.2
189369_at	---	T01D3.1
189370_at	tag-336	Y69H2.12
189371_s_at	---	R07H5.8
189372_s_at	dhs-9	Y32H12A.3
189373_at	---	F45H7.6
189374_s_at	---	F45H7.6
189375_at	---	F59B2.9
189376_s_at	---	ZC376.1
189377_s_at	---	H14N18.4
189378_at	cyp-14A3	K09A11.4
189379_at	---	F58G6.4
189380_at	---	F59B2.8
189381_at	---	T27A8.1
189382_s_at	par-5	M117.2
189383_at	srg-23	Y25C1A.11
189384_s_at	---	Y73B6A.1
189385_s_at	---	C29F7.3
189386_at	cyp-33E1	C49C8.4
189387_at	col-118	T11B7.3
189388_at	---	T09A5.9
189389_at	sri-30	B0454.10
189390_at	cyp-23A1	B0304.3
189391_s_at	---	ZC434.9
189392_s_at	---	F28B4.3
189393_at	lsm-1	F40F8.9
189394_at	cyp-35A5	K07C6.5
189395_s_at	---	F35G2.2
189396_at	---	C18E3.5
189397_at	---	C16A11.3
189398_at	cyp-35B3	K07C6.2
189399_at	---	H12I13.1
189400_s_at	vrk-1	F28B12.3
189401_s_at	---	ZC376.2
189402_s_at	---	T10H9.5
189403_s_at	---	F14F4.3
189404_at	---	Y52D5A.2
189405_at	cyp-35D1	F14H3.10
189406_at	---	C07E3.6
189407_at	---	F10D7.3
189408_s_at	str-120	C13B7.2 /// Y45G12C.6
189409_at	cyp-35A4	C49G7.8
189410_s_at	---	T22D1.11
189411_at	lsm-7	ZK593.7
189412_at	cyp-31A3	Y17G9B.3
189413_at	cyp-43A1	E03E2.1
189414_at	frm-3	H05G16.1
189415_at	---	R06A4.9
189416_at	---	---
189417_s_at	nlr-1	F20B10.1
189418_s_at	---	F25H5.3
189419_at	---	F15B9.6
189420_at	---	T13C5.1
189421_at	sri-33	Y27F2A.4
189422_at	sri-60	Y47G7B.3
189423_s_at	---	Y41C4A.4
189424_at	dsc-1	C18B12.3
189425_s_at	---	ZK507.6
189426_at	---	C49C3.3
189427_at	---	ZK1307.9
189428_at	---	F02E11.1
189429_at	---	F20D6.11
189430_at	cyp-33A1	C12D5.7
189431_at	srg-22	Y25C1A.10
189432_at	str-206	W06H8.7
189433_at	srd-56	E04F6.14
189434_s_at	---	F47D12.4
189435_at	srg-24	Y25C1A.12
189436_at	asg-2	C53B7.4
189437_at	---	Y73B6A.2
189438_s_at	---	F14E5.4
189439_at	---	K10F12.3
189440_at	str-222	Y46H3D.3
189441_s_at	---	F58F12.1
189442_at	sdz-26	R06A4.6
189443_at	---	T19B10.9
189444_at	cyp-44A1	ZK177.5
189445_at	str-221	Y46H3D.2
189446_at	---	F34D6.2
189447_at	---	F59A7.9
189448_s_at	---	F59A7.9 /// F59A7.7
189449_at	sra-39	T21H8.4
189450_at	---	B0285.7
189451_s_at	---	M01A8.2
189452_at	col-174	F46C8.2
189453_s_at	---	F59A3.1
189454_at	---	ZK177.3
189455_at	---	C27A2.4
189456_at	---	ZK892.3
189457_at	---	B0213.15
189458_s_at	---	T07F10.1
189459_at	---	F32H5.4
189460_at	ckb-2	B0285.9
189461_at	cyp-34A7	B0213.12
189462_s_at	---	C38C10.5
189463_at	col-84	K12D12.3
189464_at	---	T13C5.4
189465_at	sra-37	T21H8.2
189466_at	ceh-45	ZK993.1
189467_at	prdx-2	F09E5.15
189468_s_at	pkc-3	F09E5.1
189469_at	cpr-2	F36D3.9
189470_at	---	R74.5
189471_at	---	F15D4.4
189472_at	---	C32C4.1
189473_at	abt-4	Y39D8C.1
189474_at	---	F13H6.4
189475_at	str-160	ZK697.10
189476_s_at	col-114	D2024.8
189477_s_at	---	F58H1.1
189478_at	---	T10G3.4
189479_at	---	F58E1.6
189480_at	---	F13E6.4
189481_at	cyp-34A5	B0213.10
189482_s_at	col-175	C35B8.1
189483_at	---	T19D12.5
189484_at	---	C17G1.7
189485_at	cyp-34A8	B0213.14
189486_at	col-183	F02D10.1
189487_at	---	Y69F12A.1
189488_at	---	F20D6.8
189489_at	---	R08E3.2
189490_at	---	ZK994.1
189491_at	---	C39B5.6
189492_at	sra-38	T21H8.3
189493_at	---	---
189494_at	cyp-29A3	Y38C9B.1
189495_at	---	F26E4.3
189496_at	tag-162	F47B3.8
189497_at	tag-222	Y49E10.9
189498_s_at	mls-2	C39E6.4
189499_at	---	T01C8.4
189500_at	ugt-48	C18C4.3
189501_s_at	ugt-48	C18C4.3
189502_at	sgn-1	F07H5.2
189503_at	ckb-1	B0285.8
189504_at	---	C44H9.2
189505_at	---	B0238.7
189506_at	---	C53B4.1
189507_at	---	C23H3.4
189508_s_at	---	F32D1.5
189509_s_at	---	F35C11.5
189510_at	---	C45B2.4
189511_at	---	Y47G6A.5
189512_at	cyp-35A2	C03G6.15
189513_s_at	---	T13H5.4
189514_at	ubh-4	C08B11.7
189515_s_at	---	C03F11.3
189516_at	---	B0205.6
189517_at	---	T13B5.3
189518_at	---	Y104H12D.3
189519_at	cyp-33C8	R08F11.3
189520_at	---	T06A4.3
189521_s_at	---	T06A4.3
189522_at	---	B0365.1
189523_at	---	Y70G10A.2
189524_at	---	B0238.13
189525_s_at	---	F13H6.3
189526_at	tag-57	F25G6.5
189527_at	---	T09B4.8
189528_s_at	---	T09B4.8
189529_at	ndx-1	T26E3.2
189530_s_at	---	Y42G9A.6
189531_s_at	sulp-8	ZK287.2
189532_at	---	T03F1.8
189533_at	---	ZK643.2
189534_at	---	F55F3.2
189535_at	---	Y47G6A.13
189536_at	---	PAR2.3
189537_at	---	C44H9.4
189538_s_at	tag-117	C01B7.4
189539_at	cyp-33B1	C25E10.2
189540_at	---	VT23B5.2
189541_at	---	ZC204.2
189542_at	---	Y71F9AL.2
189543_at	str-69	Y73C8C.11
189544_at	---	F57F5.1
189545_s_at	col-139	F41F3.4
189546_s_at	ceh-49	F17A9.6
189547_at	srh-240	F37B4.13
189548_s_at	---	K08A2.5
189549_at	---	T06A4.1
189550_at	hlh-10	ZK682.4
189551_s_at	act-5	T25C8.2
189552_at	---	T22D1.4
189553_s_at	---	F13E9.1
189554_at	---	C13C4.5
189555_at	---	C17E4.6
189556_at	cyp-33C2	C45H4.17
189557_at	---	B0228.5
189558_at	---	C14H10.3
189559_s_at	mbf-1	H21P03.1
189560_at	---	C46C2.2
189561_at	---	W03G11.1
189562_at	arr-1	F53H8.2
189563_at	haf-8	Y57G11C.1
189564_s_at	---	B0238.1
189565_at	snt-4	T23H2.2
189566_at	cyp-13A8	T10B9.4
189567_at	cyp-13A4	T10B9.1
189568_at	---	F46F5.13
189569_at	---	F59D6.2
189570_at	---	F08H9.4
189571_at	abt-5	Y53C10A.9
189572_s_at	mut-7	ZK1098.8
189573_s_at	---	H19N07.1
189574_s_at	---	C48B6.6
189575_at	cyp-13A6	T10B9.3
189576_at	---	Y40H7A.9
189577_at	---	F58B4.2
189578_at	cyp-13A5	T10B9.2
189579_at	---	C37A2.4
189580_at	cpz-2	M04G12.2
189581_at	cyp-13A2	T10B9.7
189582_s_at	rsp-3	Y111B2A.18
189583_at	nex-3	C28A5.3
189584_s_at	---	F41E6.5
189585_s_at	---	T07C4.9
189586_s_at	tbb-1	K01G5.7
189587_s_at	---	W03F9.4
189588_at	cyp-13A1	T10B9.8
189589_s_at	rad-26	C27B7.4
189590_at	---	C45G9.1
189591_s_at	vha-15	T14F9.1
189592_at	---	K07F5.11
189593_at	---	ZK1098.3
189594_at	irx-1	C36F7.1
189595_s_at	---	K10C2.3
189596_at	hum-7	F56A6.2
189597_s_at	---	F59F4.1
189598_s_at	---	ZC376.7
189599_at	---	W10G11.16
189600_at	col-89	F17C8.2
189601_at	srsx-30	C51E3.5
189602_s_at	fut-1	K08F8.3
189603_at	---	C47E12.3
189604_s_at	---	C47E12.3
189605_at	---	K08C7.3
189606_s_at	dnj-19	T05C3.5
189607_at	ckb-3	B0285.10
189608_at	---	F46F2.2
189609_s_at	---	C14A4.4
189610_at	---	T15H9.6
189611_at	---	C05C9.3
189612_at	---	H27A22.1
189613_s_at	---	W02C12.1
189614_at	---	F07C4.12
189615_at	---	ZK546.2
189616_at	---	F25G6.7
189617_at	glr-3	K10D3.1
189618_at	pfd-4	B0035.4
189619_at	cyp-13A3	T10B9.5
189620_s_at	---	Y53H1B.6 /// H25P06.4
189621_at	---	R05F9.3
189622_at	srsx-26	C51E3.1
189623_at	---	B0491.7
189624_at	col-164	T21D9.1
189625_s_at	nlr-1	F20B10.1
189626_s_at	gln-6	C28D4.3
189627_at	---	Y59C2A.1
189628_at	---	R01E6.3
189629_at	col-176	ZC373.7
189630_s_at	---	Y75B8A.3
189631_at	tbx-41	T26C11.1
189632_at	---	C09G12.1
189633_at	cyp-34A10	B0213.16
189634_at	---	F19B6.4
189635_at	tag-335	C42C1.5
189636_s_at	hum-1	F29D10.4
189637_at	lin-39	C07H6.7
189638_at	nhr-253	ZK6.4
189639_at	dnj-1	B0035.14
189640_at	---	W05H5.3
189641_at	---	F53F1.2
189642_at	---	B0238.10
189643_at	---	F08H9.3
189644_at	---	C03B1.5
189645_s_at	prx-6	F39G3.7
189646_at	---	K09C4.5
189647_at	---	F53F1.3
189648_at	ben-1	C54C6.2
189649_s_at	---	C10E2.6
189650_at	---	K09C4.4
189651_s_at	---	C27F2.4
189652_at	---	T09F3.2
189653_s_at	---	R08E5.2
189654_s_at	rpt-5	F56H1.4
189655_at	---	F55H2.5
189656_at	---	F55C5.6
189657_s_at	thk-1	Y43C5A.5
189658_at	spe-12	T02E1.1
189659_s_at	---	ZC434.8
189660_at	---	F59D6.3
189661_at	---	W07E6.1
189662_at	---	T19A6.2
189663_at	---	---
189664_s_at	wdfy-2	D2013.2
189665_at	---	R06F6.6
189666_s_at	---	T08H10.1
189667_at	cyp-36A1	C34B7.3
189668_at	---	F22D3.1
189669_at	ceh-48	C17H12.9
189670_at	nhr-252	ZK6.2
189671_at	cyp-33C9	C50H11.15
189672_at	---	C17H12.4
189673_at	---	F14F11.1
189674_at	---	F53F4.8
189675_at	---	T01C4.1
189676_s_at	---	T01C4.1 /// T01C4.8
189677_s_at	---	C01G8.5
189678_at	---	F49E12.6
189679_at	---	F21A3.3
189680_at	far-5	F15B9.3
189681_at	---	F45E10.2
189682_at	---	K04C1.4
189683_at	---	T24F1.3
189684_at	nhr-254	ZK6.5
189685_at	---	C35D10.6
189686_at	---	T08B1.1
189687_s_at	psa-1	Y113G7B.23
189688_at	---	T12B3.3
189689_at	cyp-34A6	B0213.11
189690_s_at	---	T14G8.3
189691_s_at	---	ZK39.8
189692_at	---	ZK39.3
189693_at	col-69	K01A2.7
189694_at	---	T10B10.5
189695_at	---	F32H2.8
189696_s_at	---	R05G6.7
189697_at	---	F25H2.7
189698_s_at	---	K04G7.4
189699_at	cdd-2	F49E8.4
189700_at	---	C15B12.1
189701_at	---	ZK39.2
189702_at	---	T24D5.4
189703_at	---	T04H1.2
189704_s_at	---	T06E4.3
189705_s_at	---	M88.6
189706_s_at	---	F46H5.3
189707_at	---	F44G4.4
189708_at	---	ZC13.1
189709_at	cah-2	D1022.8
189710_at	---	T13C5.5
189711_at	cah-6	T28F2.3
189712_s_at	dnc-1	ZK593.5
189713_at	col-51	T28F2.8
189714_at	rab-14	K09A9.2
189715_s_at	rab-14	K09A9.2
189716_at	---	C01G5.5
189717_at	col-50	T28F2.6
189718_at	tbb-6	T04H1.9
189719_at	rab-7	W03C9.3
189720_s_at	rab-7	W03C9.3
189721_at	---	ZK1128.7
189722_at	---	F27D4.6
189723_s_at	dpy-3	EGAP7.1
189724_at	---	B0280.12
189725_at	---	K08E5.2
189726_at	rnp-4	R07E5.3 /// R07E5.14
189727_at	---	F09D1.1
189728_s_at	---	F53B6.2
189729_s_at	ran-1	K01G5.4
189730_at	---	Y48G10A.1
189731_at	---	F25C8.4
189732_at	---	F49E12.9
189733_at	---	T12A2.8
189734_at	cpi-1	K08B4.6
189735_at	---	F52E1.7
189736_s_at	cpt-4	K11D12.4
189737_at	---	W07E11.1
189738_at	csq-1	F40E10.3
189739_at	kin-31	B0523.1
189740_at	---	F55D10.1
189741_at	---	T23B12.2
189742_s_at	nmy-1	F52B10.1
189743_s_at	tag-29	T24F1.1
189744_s_at	---	Y19D10A.16 /// C01B4.6
189745_s_at	---	Y48E1B.14
189746_at	---	E02H9.5
189747_at	---	F14E5.1
189748_s_at	---	Y76A2B.3
189749_s_at	---	F46B6.4
189750_s_at	---	ZK673.2
189751_at	---	---
189752_s_at	---	R53.2
189753_at	---	K08F9.1
189754_at	srh-15	C50B6.6
189755_at	---	W01A11.1
189756_s_at	---	F43G6.5
189757_s_at	---	M176.2
189758_s_at	---	C25A1.4
189759_at	---	B0222.2
189760_s_at	---	R07E3.1
189761_s_at	---	F32B5.1 /// W10C8.5
189762_at	col-49	K09H9.3
189763_at	rap-2	C25D7.7
189764_s_at	---	F40F9.6
189765_at	cash-1	K07C5.8
189766_at	glr-7	C43H6.9
189767_at	---	R05F9.6
189768_at	fasn-1	F32H2.5
189769_at	---	ZC21.3
189770_at	---	F57B9.1
189771_at	rab-11.2	W04G5.2
189772_at	---	---
189773_s_at	---	C35A11.4
189774_at	---	C07D8.6
189775_at	---	F11A5.4
189776_at	nhr-150	C06B8.1
189777_at	---	C49H3.8
189778_s_at	rps-25	K02B2.5
189779_at	rab-21	T01B7.3
189780_at	---	C35B8.2
189781_at	---	F26A3.2
189782_s_at	sur-6	F26E4.1
189783_at	---	F11A5.3
189784_at	---	F59A2.2
189785_at	---	C56A3.6
189786_at	---	F48B9.5
189787_at	---	C16C10.1
189788_at	---	F46H6.2
189789_s_at	---	F18C12.2
189790_s_at	hum-6	T10H10.1
189791_s_at	nst-1	K01C8.9
189792_s_at	imp-2	T05E11.5
189793_at	rab-5	F26H9.6
189794_at	---	C07A4.1
189795_at	col-105	F58F6.2
189796_s_at	cah-3	K05G3.3
189797_s_at	col-104	F58F6.1
189798_s_at	eat-3	D2013.5
189799_at	---	B0222.3
189800_s_at	---	K08E5.3
189801_s_at	---	C50B8.1
189802_s_at	---	R11F4.1
189803_at	---	F38B6.5
189804_s_at	ech-2	F38H4.8
189805_at	rhgf-1	F13E6.6
189806_at	---	C09G9.7
189807_at	aqp-7	M02F4.8
189808_at	---	Y4C6A.2
189809_at	dsl-4	F16B12.2
189810_at	cyp-13A10	ZK1320.4
189811_s_at	mcm-5	R10E4.4
189812_s_at	col-101	K02D7.3
189813_at	---	R07E5.6
189814_s_at	col-173	F41C6.5
189815_at	cyp-13A7	T10B9.10
189816_s_at	---	F20C5.2
189817_at	---	F21D5.4
189818_at	---	K08F8.1
189819_s_at	---	ZK829.9
189820_at	---	C33G3.4
189821_at	snb-2	F23H12.1
189822_s_at	snb-2	F23H12.1
189823_s_at	che-3	F18C12.1
189824_at	---	W03F8.10
189825_at	rap-3	C08F8.7
189826_at	---	F25D1.1
189827_at	---	T28H11.5
189828_s_at	hsp-3	C15H9.6
189829_at	---	T28H11.1
189830_at	snap-1	D1014.3
189831_at	---	C48A7.2
189832_at	tre-4	F15A2.2
189833_at	tba-9	F40F4.5
189834_at	---	M01E5.2
189835_at	col-68	C50D2.4
189836_at	---	F22E10.5
189837_at	glr-8	F22A3.3
189838_s_at	nmr-1	F07F6.6
189839_at	---	C32A3.3
189840_at	---	F38B2.3
189841_s_at	grp-1	K06H7.4
189842_s_at	cts-1	T20G5.2
189843_at	---	B0412.1
189844_at	---	B0001.4
189845_at	---	T19B10.3
189846_at	glr-4	C06A8.9
189847_at	---	R12A1.3
189848_at	bch-1	F25H2.13
189849_at	---	Y40H7A.10
189850_at	ceh-30	C33D12.7
189851_at	cdd-1	C47D2.2
189852_at	---	F26B1.2
189853_s_at	---	M01E5.5
189854_s_at	---	F37C4.6
189855_at	nhr-118	F13A2.8
189856_at	nhr-221	T24A6.8
189857_at	nhr-266	F56H1.2
189858_at	---	K08A2.5
189859_s_at	tag-295	T08D10.1
189860_s_at	tag-315	ZK856.13
189861_at	---	K10B2.2
189862_at	---	T18H9.2
189863_at	---	T25B9.8
189864_s_at	col-110	F19C7.7
189865_s_at	---	F36D4.3
189866_s_at	tag-224	B0496.8
189867_s_at	oma-1	C09G9.6
189868_s_at	cho-1	C48D1.3
189869_at	---	F56C11.6
189870_at	---	Y49G5A.1
189871_at	nhr-271	T03E6.3
189872_at	acr-15	F25G6.4
189873_at	col-40	T13B5.4
189874_at	---	C54C8.4
189875_at	---	T23B12.3
189876_at	---	F40F8.1
189877_at	---	R07G3.3
189878_at	kin-19	C03C10.1
189879_s_at	---	C47E12.7
189880_at	---	ZK546.5
189881_at	---	F53F4.1
189882_at	---	ZK484.2
189883_at	---	F53H8.3
189884_at	---	Y53F4B.22
189885_at	---	T12B5.6
189886_at	---	C42C1.2
189887_at	rpl-24.2	C03D6.8
189888_s_at	---	F18E2.1
189889_at	---	---
189890_at	---	F33E2.3
189891_at	---	M02G9.1
189892_at	---	F58B4.1
189893_at	nhr-263	F10G2.9
189894_at	ets-5	C42D8.4
189895_at	---	F13H6.1
189896_at	---	F54C4.3
189897_at	srsx-33	T19B10.10
189898_s_at	pmp-1	C44B7.8
189899_at	nas-14	F09E8.6
189900_at	---	B0454.6
189901_at	aat-8	F28F9.4
189902_at	---	C06G3.1
189903_s_at	---	R03D7.8
189904_at	clec-56	F08H9.7
189905_s_at	---	Y46B2A.2 /// ZK250.9 /// Y16E11A.2 /// F59H6.5 /// F33H12.6
189906_at	nas-21	T11F9.5
189907_s_at	dhc-1	T21E12.4
189908_at	amt-3	M195.3
189909_at	---	ZC123.3
189910_s_at	eor-1	R11E3.6
189911_s_at	col-140	F26F12.1
189912_at	---	ZK354.8
189913_at	---	K09C4.1
189914_s_at	htz-1	R08C7.3
189915_s_at	clec-41	B0365.6
189916_at	him-6	T04A11.6
189917_at	nas-25	F46C5.3
189918_s_at	---	C55C2.5
189919_s_at	---	C27F2.5
189920_at	---	F44C8.5
189921_at	---	C05C10.4
189922_at	clec-57	F08H9.6
189923_s_at	sgt-1	R05F9.10
189924_at	---	Y8A9A.2
189925_at	---	---
189926_at	---	T07D10.3
189927_at	---	E04F6.4
189928_at	nhr-219	T19A5.5
189929_at	---	C50D2.2
189930_s_at	---	F37E3.1
189931_at	clec-11	C54C8.7
189932_s_at	---	F25B3.1
189933_s_at	---	H17B01.1
189934_at	---	Y57G11C.3
189935_at	---	T10E10.3
189936_at	---	---
189937_at	nas-22	T11F9.6
189938_s_at	---	C12D8.1
189939_at	---	Y57G11C.23
189940_at	---	ZC328.2
189941_at	---	C06G3.5
189942_at	---	T08B6.9
189943_at	atf-2	K08F8.2
189944_at	---	F48E3.2
189945_at	---	T01G9.3
189946_at	---	T25C8.3
189947_at	nhr-251	ZK488.4
189948_at	nhr-131	T01G6.2
189949_at	vps-26	T20D3.7
189950_at	---	T20F7.7
189951_at	ceh-31	C33D12.1
189952_at	---	R08B4.1
189953_at	nas-20	T11F9.3
189954_at	pde-6	Y95B8A.10
189955_at	---	T02G5.4
189956_at	---	W01H2.3
189957_at	---	T11F9.8
189958_at	---	F21A9.2
189959_at	nhr-250	ZK488.1
189960_at	---	C05C10.1
189961_at	nhr-90	ZK488.2
189962_at	---	C15F1.5
189963_at	---	F07E5.5
189964_at	nhr-106	T01G6.4
189965_at	nhr-211	T01G6.5
189966_s_at	---	F57C7.2
189967_at	---	C06G3.6
189968_s_at	col-38	F54C9.4
189969_at	sra-25	T26E3.9
189970_s_at	rgs-8.2 /// rgs-8.1	Y59E1A.2 /// F52D2.2
189971_at	ech-9	F01G10.3
189972_at	---	C33C12.3
189973_at	nas-5	T23H4.3
189974_s_at	---	T21B10.7
189975_at	---	F08H9.5
189976_at	---	ZK637.1
189977_s_at	---	ZK637.1
189978_s_at	---	F54D1.2
189979_at	tab-1	F31E8.3
189980_at	nhr-115	T27B7.4
189981_at	---	K02D7.2
189982_at	---	B0024.1
189983_at	---	B0365.5
189984_s_at	---	T07C12.9
189985_at	nas-17	K03B8.2
189986_at	---	M03D4.4
189987_s_at	nas-36	C26C6.3
189988_s_at	oma-2	ZC513.6
189989_s_at	clec-55	F08H9.9
