Probe Set ID	Gene Symbol	Ensembl
179295_s_at	---	T04F8.1
179296_at	---	C47A4.2
179297_at	---	C18D4.3
179298_at	srv-9	F53F1.8
179299_at	---	R10E4.3
179300_at	---	T28A8.6
179301_at	---	T26F2.2
179302_at	---	F22B8.7
179303_at	---	---
179304_at	---	T24F1.2
179305_at	---	ZK455.5
179306_at	---	F32D8.8
179307_at	---	F45H7.1
179308_s_at	---	T06D8.3
179309_at	---	C02C6.2
179310_at	srh-141	T08G3.5
179311_at	---	T27F6.1
179312_at	srd-44	F17A2.8
179313_at	---	D1025.2
179314_at	---	F14H3.8
179315_at	---	C50F4.4
179316_at	---	F58H1.6
179317_at	srt-43	F18E2.4
179318_at	---	F31D4.8
179319_at	---	R07H5.9
179320_at	inft-2	F15B9.4
179321_at	---	B0250.4
179322_at	---	C14A6.2
179323_s_at	---	C14A6.2 /// M162.5
179324_at	---	F22B3.7
179325_at	---	T10G3.1
179326_at	srw-43	F14F8.5
179327_at	---	T04F8.3
179328_at	---	C10C5.1
179329_at	fbxa-45	F09C6.6
179330_at	---	W06G6.1
179331_at	---	F11C1.1
179332_at	---	F28H6.6
179333_at	grd-12	F02D8.2
179334_s_at	---	ZC412.3
179335_at	---	K08E7.5
179336_at	grsp-2	T28C6.1
179337_at	chis-1	F26H9.1
179338_at	frm-10	F25H9.5
179339_s_at	---	B0491.4
179340_at	---	F28H6.7
179341_at	---	F15D4.2
179342_at	---	F57B1.7
179343_at	---	B0491.1
179344_at	---	F38H4.3
179345_at	srh-278	T09F5.8
179346_at	---	B0284.1
179347_at	---	C12D8.9
179348_at	---	C15C8.1
179349_at	---	T04F8.8
179350_at	---	F47B8.5
179351_s_at	---	R151.6
179352_at	srsx-35	F53F8.2
179353_at	---	ZK550.5
179354_s_at	---	B0513.4
179355_at	---	Y6E2A.9
179356_at	---	F08H9.2
179357_at	---	F49B2.6
179358_at	srh-174	F40D4.1
179359_at	---	W01D2.5
179360_s_at	---	T16G1.7
179361_at	---	T06E8.2
179362_at	srd-48	F17A2.9
179363_at	---	W07G1.5
179364_at	---	F28B1.5
179365_at	---	C50B8.5
179366_at	---	F22D6.2
179367_at	fbxb-65	C43D7.2
179368_at	---	W06H3.1
179369_s_at	---	C18D4.6
179370_at	---	F56G4.4
179371_at	wve-1	R06C1.3
179372_at	---	T19C9.5
179373_at	---	C50F4.9
179374_at	---	T14G8.2
179375_at	---	B0250.9
179376_at	---	K09C8.2
179377_at	---	F19B6.3
179378_at	---	C44F1.1
179379_at	srw-47	K10G4.2
179380_s_at	---	C18D4.8
179381_at	---	C44H9.7
179382_at	---	F38C2.4
179383_at	---	---
179384_at	---	F26F2.3
179385_s_at	---	F14H3.3
179386_at	---	ZK971.1
179387_s_at	---	F08G2.7
179388_at	srh-112	T19C9.2
179389_s_at	---	F20D1.2
179390_s_at	---	Y54G11A.8
179391_at	---	ZK265.3
179392_s_at	---	T26E3.4
179393_at	twk-35	F31D4.7
179394_at	---	T03E6.2
179395_at	---	B0462.1
179396_at	---	C35A5.6
179397_at	---	F44B9.9
179398_at	---	F16H6.7
179399_at	---	---
179400_at	srw-77	W06G6.8
179401_at	---	ZK662.2
179402_at	---	F52H3.5
179403_at	---	F57A8.6
179404_at	srw-22	T10H4.3
179405_at	---	F23A7.1
179406_at	---	F54D1.1
179407_at	---	R12H7.4
179408_at	---	F02D8.1
179409_at	---	T13H5.5
179410_at	srd-68	F09C6.7
179411_at	---	F43G9.2
179412_at	---	F49B2.3
179413_at	---	K06A4.4
179414_s_at	---	R06A4.2
179415_at	---	F47B8.9
179416_at	---	ZK550.3
179417_at	---	F56D5.6
179418_at	---	Y6E2A.4
179419_at	---	F56A8.4
179420_at	---	T09F5.2
179421_at	---	T10H4.4
179422_s_at	---	M04C3.2
179423_at	twk-36	R12G8.2
179424_at	spp-18	F27C8.4
179425_at	---	C38D9.2
179426_at	---	F27C8.3
179427_at	---	F28H6.2
179428_at	---	Y6E2A.5
179429_at	sdz-16	F31E9.4
179430_s_at	---	C49C3.9
179431_at	---	C25D7.9
179432_at	grl-24	F11E6.2
179433_at	srd-43	R04D3.9
179434_at	---	E01B7.2
179435_at	---	T04B2.3
179436_at	---	T04A8.8
179437_s_at	pqn-74	W02A2.3
179438_at	---	ZK662.5
179439_s_at	---	F11E6.3
179440_at	---	---
179441_at	---	F58H1.4
179442_at	---	F22B8.3
179443_s_at	str-25	F22B8.3 /// F44G3.11
179444_s_at	---	F11E6.7
179445_at	srm-4	F47B8.7
179446_s_at	tag-333	C48G7.3
179447_at	---	F14H3.9
179448_at	---	C18E9.4
179449_at	---	ZK218.4
179450_at	---	T27F6.6
179451_at	---	F28C1.1
179452_at	---	Y6E2A.4
179453_s_at	---	C25D7.1 /// C01G10.14
179454_at	---	C49C3.8
179455_at	---	F42E8.2
179456_at	---	C49C3.6
179457_at	---	B0024.4
179458_at	---	K08E7.6
179459_at	---	C38D9.1
179460_s_at	---	C38D9.7 /// C38D9.1
179461_at	---	E01B7.1
179462_at	---	C12D8.6
179463_at	srw-48	F26D2.9
179464_at	---	ZK550.1
179465_at	str-246	W09D6.3
179466_at	srh-55	T09F5.5
179467_at	---	F57B1.1
179468_at	---	---
179469_s_at	---	F35E8.1 /// F35E8.4
179470_at	---	K08E7.4
179471_at	srsx-1	F40D4.5
179472_at	---	F27C8.2
179473_at	---	C45G3.4
179474_at	---	F26D2.3
179475_s_at	---	F28F8.5
179476_at	---	R07E5.1
179477_at	---	M04C3.3
179478_at	---	C44H9.6
179479_at	fbxb-63	F55C9.13
179480_at	---	D1025.3
179481_at	str-55	F26D2.7
179482_at	---	F07A5.2
179483_at	---	F16H6.5
179484_at	str-101	Y6E2A.2
179485_s_at	sun-1	F57B1.2
179486_at	---	C38C6.5
179487_at	---	T24B8.4
179488_at	---	ZK930.7
179489_s_at	---	R102.5
179490_at	srh-239	T26H5.3
179491_at	---	ZK669.2
179492_at	---	F47B8.4
179493_at	---	K06A4.2
179494_s_at	---	B0491.5
179495_at	---	F16H6.6
179496_at	---	F26F2.6
179497_at	---	ZK856.4
179498_at	---	C06H5.2
179499_s_at	---	C06H5.1 /// C06H5.2
179500_at	---	F55C9.6
179501_at	fbxb-119	B0462.3
179502_at	---	T28D6.3
179503_at	---	C18D4.4
179504_at	srbc-25	F40D4.6
179505_at	---	F56A8.1
179506_at	---	C14A6.6
179507_at	---	F36D1.5
179508_s_at	mdt-29	K08E3.8
179509_at	---	C44B9.2
179510_at	---	F58H1.2
179511_at	---	F20G2.5
179512_at	---	K10G4.5
179513_at	---	ZK550.2
179514_at	---	T16G1.3
179515_at	---	T27F6.7
179516_at	mat-2	W10C6.1
179517_at	srbc-62	T19C9.1
179518_at	gcy-29	C04H5.3
179519_at	str-230	T16A9.2
179520_at	srh-219	C06B8.6
179521_at	---	C14A6.7
179522_at	---	B0284.4
179523_at	---	F59A2.5
179524_at	---	R11D1.2
179525_at	---	F36H1.5
179526_at	---	ZK218.3
179527_at	---	Y6E2A.1
179528_at	---	ZK856.7
179529_at	---	C04H5.1
179530_at	---	F56H9.6
179531_at	---	R10E4.7
179532_at	srz-58	F31E9.5
179533_at	---	C06B8.2
179534_s_at	---	T23F1.5
179535_at	fbxa-44	F09C6.2
179536_at	---	T16A9.3
179537_at	---	C50B8.4
179538_at	---	ZK262.9
179539_at	---	ZK287.1
179540_at	---	K10G4.4
179541_s_at	---	C01B9.1 /// K10G4.4
179542_at	srt-11	W01D2.4
179543_s_at	---	ZK265.9
179544_at	---	R148.2
179545_at	---	C14A6.5
179546_at	srbc-79	B0250.6
179547_at	---	ZK930.2
179548_at	---	F08G2.8
179549_at	srz-90	C18D4.9
179550_at	---	F28B1.1
179551_at	---	F31D4.2
179552_at	ins-26	ZC334.1
179553_at	---	F53F8.4
179554_at	---	F44F4.1
179555_at	---	W09D6.5
179556_s_at	---	R151.8
179557_at	---	C26E1.2
179558_at	---	Y1A5A.2
179559_at	---	F47B8.1
179560_at	srxa-1	W07A8.1
179561_at	---	---
179562_at	tag-333	C48G7.3 /// C48G7.1
179563_at	---	C25D7.5
179564_at	---	T22B3.3
179565_at	---	C47F8.6
179566_s_at	---	M04C3.1
179567_at	---	C10C6.3
179568_at	fbxb-67	F49B2.2
179569_at	---	F55C9.5
179570_at	---	F11E6.4
179571_at	---	C27D8.4
179572_at	---	C06H5.7
179573_at	---	F38B2.2
179574_at	---	T04F8.7
179575_at	str-71	T23F1.4
179576_s_at	---	ZK550.4
179577_at	fbxb-57	F55C9.4
179578_at	---	Y6E2A.7
179579_at	---	F53F4.2
179580_at	---	F11C1.2
179581_at	---	C17G1.1
179582_at	srxa-6	W07A8.5
179583_at	str-89	F59A1.4
179584_at	---	W04A4.5
179585_at	---	R151.1
179586_at	---	F14F8.9
179587_at	---	F44F4.3
179588_at	srh-45	T03F7.2
179589_at	---	W04A4.3
179590_at	---	R11D1.3
179591_at	far-6	W02A2.2
179592_at	---	B0391.3
179593_at	---	F09C6.3
179594_s_at	---	F31E9.6
179595_at	---	F31D4.1
179596_at	---	C14A6.3
179597_at	---	B0399.2
179598_s_at	---	C04H5.2
179599_at	---	ZK228.4
179600_at	---	C38C6.3
179601_at	---	ZK228.1
179602_at	---	C18E9.5
179603_at	---	F57C2.3
179604_at	---	B0491.6
179605_s_at	---	B0491.6
179606_s_at	---	R08A2.1
179607_at	---	C18E9.9
179608_at	fbxb-70	ZK909.5
179609_at	---	ZK287.3
179610_s_at	---	T16G1.5
179611_at	str-118	F57A8.3
179612_at	fbxa-103	F09C3.4
179613_at	---	C50F4.8
179614_at	---	ZK930.6
179615_at	str-45	T09F5.3
179616_at	prx-14	R07H5.1
179617_at	---	---
179618_s_at	---	---
179619_at	---	T12G3.5
179620_s_at	---	T10G3.3
179621_at	acl-9	ZK40.1
179622_at	---	F57A8.7
179623_s_at	---	B0035.6
179624_at	fbxb-68	F09C3.3
179625_at	---	T14G8.4
179626_at	---	F26F2.1
179627_at	---	C33D9.9
179628_at	---	R10E4.1
179629_at	---	B0284.2
179630_at	srh-252	T19C9.3
179631_at	---	F40D4.9
179632_s_at	---	F45D3.3
179633_at	sre-44	W07G1.2
179634_at	---	F53H2.3
179635_at	---	F07A5.4
179636_at	---	D2013.6
179637_at	---	C49C3.7
179638_at	---	ZC412.5
179639_at	---	K08E3.2
179640_at	---	C05C9.2
179641_at	---	F15D4.6
179642_at	spp-16	F32D8.9
179643_at	srh-140	Y6E2A.6
179644_at	---	F56A8.8
179645_s_at	---	F56A8.8
179646_at	---	C18E9.8
179647_s_at	---	W07G1.7
179648_at	---	K07A1.7
179649_s_at	---	C13B4.1
179650_at	---	K08D8.4
179651_s_at	---	C06H5.1
179652_at	spat-1	F57C2.6
179653_at	---	ZK930.4
179654_at	---	T08G3.6
179655_at	---	F15D4.7
179656_at	---	F11E6.6
179657_at	str-92	F59A1.3
179658_at	zip-3	W07G1.3
179659_at	---	R06B9.3
179660_at	---	C36F7.2
179661_at	srv-10	F53F1.9
179662_at	sre-13	C38C6.4
179663_at	fbxb-69	F09C3.5
179664_s_at	---	F01D4.5
179665_at	---	C18D4.7
179666_at	---	W02D9.9
179667_at	---	ZK666.1
179668_at	---	T04B2.7
179669_at	---	R08A2.5
179670_at	---	C14A6.8
179671_at	---	C44B9.5
179672_at	---	F49B2.4
179673_at	---	T25B9.6
179674_s_at	---	T04F8.2
179675_at	---	W03H9.1
179676_s_at	---	C47G2.4
179677_at	srh-257	T06E6.6
179678_at	---	W01D2.3
179679_at	---	F52H3.4
179680_at	---	ZK287.7
179681_at	---	R08A2.4
179682_at	---	C31H5.6
179683_at	---	C44B9.3
179684_at	sre-43	W07G1.6
179685_at	---	T12G3.7
179686_at	tag-297	C38C6.6
179687_at	---	C06A8.5
179688_at	---	T13B5.5
179689_at	---	F35A5.4
179690_at	---	---
179691_at	---	F59F3.4
179692_at	---	F20D1.3
179693_at	---	F53H2.1
179694_s_at	---	F29G9.6
179695_at	---	F35E12.5
179696_at	---	Y51H1A.2
179697_at	---	Y75B8A.6
179698_at	---	F47B7.7
179699_at	---	R13F6.5
179700_at	cpg-4	C10F3.1
179701_s_at	cpg-4	C10F3.1
179702_at	---	Y62H9A.1
179703_at	---	F58G4.3
179704_at	---	C16D9.4
179705_at	---	Y62H9A.7
179706_at	---	F23C8.1
179707_at	---	ZC190.5
179708_s_at	---	F25G6.9
179709_at	fut-2	EGAP9.2
179710_s_at	grl-9	ZC487.4
179711_s_at	---	F17A9.4
179712_at	kbp-1	R13F6.1
179713_at	sru-39	F46B6.11
179714_at	---	F13D12.3
179715_at	srsx-17	F58D7.1
179716_at	srt-70	B0238.6
179717_at	---	R09H3.1
179718_at	srw-58	H24D24.2
179719_at	---	C44B7.3
179720_at	---	W10D9.3
179721_at	fbxb-71	F40F4.1
179722_at	---	F40F4.7
179723_at	---	C16D9.6
179724_at	---	F53C3.4
179725_at	---	---
179726_at	---	F57A10.4
179727_at	---	Y43C5A.3
179728_at	---	C08E3.8
179729_at	---	K07E8.8
179730_at	---	F19C7.1
179731_at	srz-47	Y68A4A.2
179732_s_at	---	ZK856.11
179733_s_at	---	K11G9.5
179734_at	---	F19C7.6
179735_s_at	---	M04G7.3
179736_at	---	F19C7.3
179737_at	---	R11E3.4
179738_at	---	F10D2.12
179739_at	---	F57G12.2
179740_s_at	egl-26	C23H3.1
179741_at	---	T11F8.2
179742_at	---	Y63D3A.8
179743_at	---	B0454.8
179744_at	str-199	Y68A4A.3
179745_at	---	F29G9.2
179746_at	---	F58H7.1
179747_at	---	C04E6.8
179748_at	fbxb-36	F07E5.6
179749_at	srh-32	Y26G10.2
179750_at	---	D1037.1
179751_at	---	T08B6.4
179752_at	---	---
179753_at	---	F42C5.5
179754_at	---	T04G9.6
179755_at	---	C46A5.2
179756_at	bath-19	F59H6.1
179757_at	---	C25A8.2 /// R02D5.7
179758_at	---	K02D7.5
179759_at	---	Y54E2A.7
179760_at	---	R11D1.10
179761_at	---	C32B5.4
179762_at	---	R04E5.2
179763_s_at	---	R04E5.2
179764_s_at	---	Y62H9A.3
179765_at	---	C09E7.9
179766_s_at	---	C09E7.9 /// C09E7.8
179767_s_at	---	T14G10.7
179768_at	---	C54D2.4
179769_at	---	C07G1.4
179770_at	---	C10F3.4
179771_at	---	F36G9.15
179772_at	---	F42C5.4
179773_at	---	B0478.3
179774_s_at	---	F35A5.8
179775_at	---	---
179776_at	---	T13C2.2
179777_at	---	T08B6.2
179778_at	---	F27D9.2
179779_at	---	C08E3.5
179780_s_at	---	EGAP9.3
179781_at	---	C09E7.4
179782_s_at	---	W01F3.1
179783_at	---	C50D2.3
179784_at	---	C50D2.9
179785_at	---	R04F11.2
179786_at	---	Y51A2B.1
179787_at	---	H36L18.2
179788_s_at	---	T22B3.2
179789_at	---	---
179790_at	---	T24C4.5
179791_s_at	brd-1	K04C2.4
179792_at	---	F53A3.7
179793_s_at	---	D2092.2
179794_at	---	T05E11.8
179795_s_at	---	C04C3.5
179796_at	---	B0412.3
179797_at	---	F53A3.6
179798_s_at	---	T24C4.7
179799_s_at	dhs-29	F27D9.6
179800_at	---	F10C1.3
179801_at	---	T24C4.3
179802_at	---	Y54E2A.2
179803_at	cku-70	Y47D3A.4
179804_s_at	---	F49E7.2
179805_s_at	---	T04G9.7
179806_at	---	W05H9.1
179807_at	---	T20D3.11
179808_at	---	---
179809_s_at	---	Y65A5A.1
179810_at	srz-96	Y68A4A.6
179811_at	---	F47B7.6
179812_at	sdz-23	F58G4.4
179813_at	---	F17A9.2
179814_at	---	B0496.5
179815_at	---	T23F4.3
179816_at	srw-59	H24D24.1
179817_at	---	C46A5.6
179818_at	---	C06G3.3
179819_s_at	---	Y41E3.11
179820_s_at	---	ZK1321.4
179821_at	srt-34	F54E2.6
179822_at	---	W04E12.5
179823_at	tag-151	F10G7.1
179824_at	---	Y47D3B.4
179825_at	---	ZC132.2
179826_s_at	---	F23C8.9
179827_at	anc-1	ZK973.6
179828_at	srt-49	Y41E3.14
179829_at	---	---
179830_at	---	F01D5.10
179831_at	drsh-1	F26E4.10
179832_at	---	T05C12.9
179833_at	fbxb-35	F07E5.2
179834_at	---	Y54E2A.4
179835_at	---	F47B10.4
179836_at	---	K07E8.5
179837_s_at	cdh-3	ZK112.7
179838_at	---	B0035.15
179839_at	---	---
179840_at	---	F40F9.10
179841_s_at	---	T24C4.6
179842_s_at	---	F13H6.5
179843_s_at	---	Y70C5A.2
179844_at	---	C49C8.3
179845_at	---	T24C4.2
179846_at	---	ZC204.4
179847_s_at	---	F53A3.1
179848_at	---	F34H10.2
179849_s_at	---	F32D1.3
179850_at	fbxa-43	T20H9.2
179851_at	---	Y37D8A.2
179852_at	---	F35E12.2
179853_at	---	R13F6.4
179854_at	fbxa-128	Y47D3A.2
179855_at	---	C37A2.6
179856_at	---	F22E5.1
179857_s_at	---	F22E5.1 /// Y27F2A.6
179858_at	---	C49C8.5
179859_at	fbxa-71	T20H9.3
179860_at	---	K04C2.5
179861_at	---	Y47D3B.1
179862_at	---	F54E2.2
179863_at	---	F54C4.1
179864_at	---	Y41E3.13
179865_at	sdz-21	F54E7.5
179866_at	fbxa-10	T12B5.3
179867_at	---	Y75B8A.8
179868_at	---	Y81G3A.4
179869_at	---	R12B2.5
179870_at	---	ZC204.8
179871_at	fbxa-54	T12B5.2
179872_at	---	R10E11.9
179873_at	---	T20H9.6
179874_at	---	---
179875_at	---	K03H1.10
179876_at	---	ZK430.5
179877_at	fbxa-56	T12B5.7
179878_at	---	---
179879_at	---	Y51H4A.5
179880_at	---	K10C9.3
179881_at	---	---
179882_at	---	R05A10.1
179883_at	---	F58H7.3
179884_s_at	twk-16	F52E4.4
179885_at	---	K05F6.8
179886_at	asf-1	F10G7.3
179887_at	---	---
179888_at	---	R13A5.11 /// C30A5.4
179889_at	---	K04C2.2
179890_at	---	F59H6.2
179891_s_at	---	T07D3.9
179892_at	---	K06A5.2
179893_s_at	---	K06A5.2
179894_at	---	F47B10.9
179895_at	fbxb-46	K05F6.9
179896_at	---	F47F6.1
179897_s_at	---	R11E3.7
179898_s_at	mrg-1	Y37D8A.9
179899_s_at	str-14	C04C3.7 /// T08G3.2
179900_s_at	---	C44B7.5
179901_at	---	---
179902_s_at	dpf-5	R11E3.8
179903_at	---	ZK354.7
179904_at	---	F35A5.5
179905_at	cid-1	K10D2.3
179906_at	---	Y51H4A.2
179907_at	---	T20H4.2
179908_at	---	C06A8.8
179909_at	---	F36G9.12
179910_s_at	fbxb-106	F29A7.1
179911_at	fbxa-59	T12B5.8
179912_at	---	T27A1.2
179913_at	---	E04F6.9
179914_at	---	F35E12.8
179915_at	fbxb-101	Y63D3A.3
179916_at	---	ZK380.2
179917_at	---	T05C1.4
179918_at	---	F35A5.1
179919_at	---	B0286.6
179920_at	fbxb-51	K05F6.3
179921_s_at	fbxb-40	M01D1.9
179922_s_at	---	C18B2.4
179923_at	---	C23H3.3
179924_at	---	M01D1.3
179925_at	---	T14G11.1
179926_at	---	F59H6.4
179927_at	---	T07D3.4
179928_s_at	---	T27C4.1
179929_at	---	T04G9.1
179930_at	---	T27A1.5
179931_s_at	---	C18E3.9
179932_at	ccb-2	W10C8.1
179933_at	---	F39E9.1 /// Y46D2A.2
179934_s_at	---	C27D9.1
179935_at	---	C27F2.8
179936_at	---	C37C3.1
179937_s_at	---	F54E2.3
179938_at	---	C04C3.6
179939_at	---	F22E5.6
179940_at	---	C04G6.7 /// C04G6.11
179941_at	---	T07D3.5
179942_at	---	M01G12.9
179943_at	---	T06D4.4
179944_at	---	F53C3.7
179945_at	---	R09H3.3
179946_s_at	---	E02D9.1
179947_at	---	T02C5.1
179948_at	---	C23H3.5
179949_at	---	---
179950_at	---	F53C3.3
179951_at	---	K01H12.4
179952_at	---	T07D3.7
179953_at	---	F47F6.4
179954_at	---	T06D4.2
179955_at	---	F59D12.2
179956_at	---	B0207.9
179957_at	---	---
179958_at	---	T05C1.5
179959_at	---	C18B2.3
179960_at	---	C07G1.6
179961_at	lin-8	B0454.1
179962_at	---	K05F6.4
179963_at	---	C50D2.5 /// C50D2.10
179964_s_at	---	C50D2.5
179965_at	---	F32D1.8
179966_at	---	F27D9.4
179967_s_at	fbxb-41	M01D1.8
179968_at	---	W10C8.4
179969_at	---	C08E3.2
179970_at	---	C27F2.6
179971_at	twk-2	T12C9.3
179972_at	---	---
179973_s_at	hgrs-1	C07G1.5
179974_at	---	K06A5.1
179975_at	---	F59D12.5
179976_at	srh-113	Y68A4A.7
179977_at	---	---
179978_at	tag-351	Y39E4B.1
179979_at	---	F27D9.3
179980_at	cwp-5	F48C11.2
179981_at	---	K06A5.3
179982_at	xbx-5	T24A11.2
179983_at	abu-10	F35A5.3
179984_at	cpx-2	K03A11.2
179985_at	---	M01G12.6
179986_at	---	ZK856.12
179987_at	---	Y39E4B.5
179988_s_at	---	F42G4.6 /// Y81G3A.1
179989_at	fbxa-99	F36G9.14
179990_at	---	C06G3.8
179991_s_at	hlh-28 /// hlh-29	F31A3.4 /// F31A3.2
179992_at	---	ZK1086.3
179993_at	---	F35C11.6
179994_at	---	T01A4.3
179995_at	polq-1	W03A3.2
179996_at	---	Y39E4B.6
179997_s_at	---	F09A5.4
179998_at	---	F20B4.4
179999_s_at	---	F20B4.4
180000_at	---	---
180001_s_at	---	C27F2.1
180002_at	---	T02G5.1
180003_at	---	C01F4.2
180004_at	---	M01G12.7
180005_at	---	F39B3.2
180006_s_at	---	C08E3.4
180007_at	---	T07D3.1
180008_at	---	K06A1.2
180009_at	---	F59A6.5
180010_at	---	C44B7.7
180011_at	---	W04E12.2
180012_at	fbxb-20	ZC204.9
180013_at	fbxa-51	T12B5.1
180014_s_at	---	K07A1.13
180015_at	srxa-2	F56D5.10
180016_at	edc-3	R05D11.8
180017_s_at	---	F47B10.8
180018_at	sdz-22	F56F4.1
180019_at	fbxb-61	F55C9.10
180020_at	---	T05E11.7
180021_at	---	B0041.1
180022_s_at	---	C37A2.8
180023_at	---	T05A7.3
180024_s_at	---	Y39E4B.3
180025_at	---	T02G5.2
180026_at	---	F07E5.7
180027_s_at	---	F44F1.6
180028_at	---	F22E5.9
180029_at	sri-53	ZC239.10
180030_at	---	---
180031_at	---	F01D5.11
180032_at	---	D2092.4
180033_at	---	F53G2.4
180034_at	fbxa-7	T20H9.1
180035_s_at	---	C44C8.4 /// C44C8.3 /// C44C8.2 /// C44C8.1 /// F58H7.8
180036_s_at	---	C37A2.5
180037_at	---	W04E12.7
180038_s_at	---	B0041.5
180039_at	---	Y54E5A.1
180040_s_at	---	C18B2.5
180041_at	---	Y49A3A.4
180042_at	---	C34C12.2
180043_at	---	F54C4.4
180044_at	fbxa-73	T20H9.4
180045_at	---	F08C6.5
180046_at	---	Y40B1A.3
180047_at	---	Y40B1B.8
180048_at	---	T06D10.1
180049_at	---	Y62H9A.8
180050_at	---	Y68A4A.5
180051_at	---	K09F5.1
180052_at	---	C10B5.3
180053_at	---	K07H8.5
180054_at	---	B0261.1
180055_at	---	ZC328.1
180056_at	---	F31A3.3
180057_at	---	F20B4.3
180058_s_at	---	C16H3.3
180059_at	---	B0205.2
180060_at	---	ZC132.9
180061_at	---	F56F4.7
180062_s_at	---	T22C1.11
180063_at	tag-197	F08C6.3
180064_at	---	C54D2.1
180065_s_at	---	Y62H9A.5
180066_at	---	E03H4.12
180067_at	---	C18E3.2
180068_s_at	---	B0334.11
180069_s_at	---	F44F1.6
180070_s_at	---	---
180071_at	---	W10D9.5
180072_s_at	---	F13D12.9
180073_s_at	---	F32D1.7
180074_at	---	---
180075_s_at	---	W05F2.4
180076_at	---	F10G7.6
180077_at	---	C32E8.6
180078_at	---	T13B5.7
180079_at	---	C50F2.7
180080_at	---	W05F2.7
180081_s_at	---	W05F2.7 /// H04D03.2 /// K01G5.2
180082_at	fbxa-131	W04E12.1
180083_at	---	F10G7.5
180084_s_at	---	F10G7.5
180085_at	---	Y39E4B.7
180086_at	---	C50F2.2
180087_at	---	W05F2.6
180088_at	---	C55C2.3
180089_at	---	C50F2.8
180090_at	---	---
180091_at	---	C32E8.3
180092_at	srw-111	M01G12.4
180093_s_at	srw-111	M01G12.6 /// M01G12.4
180094_at	---	---
180095_at	---	ZC132.8
180096_at	fbxa-11	T12B5.4
180097_at	---	T02C5.5
180098_s_at	---	F49E2.5
180099_s_at	---	Y54E5A.5
180100_at	---	R04E5.9
180101_s_at	---	W05F2.3
180102_at	---	C55C2.4
180103_at	---	C32E8.1
180104_at	---	K10C9.1
180105_at	---	F32D1.6
180106_at	---	F29A7.4
180107_at	srz-60	C04C3.1
180108_at	---	ZC132.5
180109_at	---	F10D7.4
180110_at	fbxb-93	Y63D3A.9
180111_at	---	H40L08.3
180112_at	---	C10E2.4
180113_at	---	F07E5.9
180114_at	---	K04G11.1
180115_at	---	C30G4.4
180116_at	nlp-3	F48C11.3
180117_s_at	rpn-5	F10G7.8
180118_at	---	C36C9.3
180119_at	---	F47B10.6
180120_at	sri-47	F22E5.4
180121_at	---	ZK380.4
180122_at	---	C25B8.3
180123_at	---	D2092.5
180124_at	---	---
180125_at	srh-203	F20E11.10
180126_s_at	srh-203	F20E11.10
180127_at	---	C06A8.2
180128_at	---	Y51H4A.8
180129_at	mps-3	T06A4.2
180130_at	---	B0334.10
180131_at	---	Y54E5A.2
180132_at	---	ZK1073.2
180133_at	---	C54G6.3
180134_at	---	C54G6.2
180135_at	---	F49C12.3
180136_at	---	ZK488.6
180137_s_at	knl-3	T10B5.6
180138_at	---	F36G9.13
180139_at	---	R08E5.4
180140_at	srh-102	F40D4.11
180141_at	---	K03B4.3 /// K03B4.2
180142_at	---	C49G7.6
180143_at	---	F14F9.5
180144_at	---	T22H9.1
180145_s_at	---	Y51H4A.7
180146_at	---	Y26G10.1
180147_at	tag-294	C54H2.3
180148_at	---	Y49A3A.1
180149_at	---	T27C4.2
180150_at	---	F54E2.1
180151_s_at	---	C09E7.8
180152_at	srw-119	K12D9.7
180153_s_at	srw-120 /// srw-119	K12D9.5 /// K12D9.7
180154_at	---	F49C12.2
180155_at	---	C32B5.6
180156_at	srw-112	K12D9.9
180157_at	---	F57G12.1
180158_at	---	T01A4.2
180159_at	---	C32B5.9
180160_at	---	---
180161_at	tag-123	F08F1.7
180162_at	---	---
180163_at	srw-115	K12D9.4
180164_at	---	C32B5.3
180165_at	---	F39G3.5
180166_at	---	W08G11.3
180167_at	---	---
180168_at	srw-133	T05B4.6
180169_at	---	C54D2.2
180170_at	---	T10B5.2
180171_s_at	---	---
180172_at	---	R04E5.8
180173_at	---	Y62H9A.4
180174_at	---	F25H2.12
180175_at	---	F49C12.1
180176_at	---	K07E8.1
180177_at	---	C49G7.3
180178_at	---	Y62H9A.2
180179_at	---	K06A5.8
180180_at	srx-73	F41F3.7
180181_at	---	T05B4.9
180182_at	---	K03B4.4
180183_at	---	T22F3.7
180184_at	---	T02G5.3
180185_at	str-9	F57A10.1
180186_s_at	str-8 /// str-9	T23D5.11 /// F57A10.1
180187_at	---	F29A7.5
180188_at	---	W02G9.5
180189_s_at	---	T06A1.1
180190_at	toh-1	T24A11.3
180191_at	---	T24A6.17 /// F40C5.2
180192_at	---	C49G7.5
180193_at	---	F14F9.4
180194_at	---	W02G9.3
180195_at	---	T22F3.2
180196_at	---	T06A1.3
180197_at	fbxb-6	F07E5.1
180198_at	---	---
180199_s_at	---	Y41E3.16
180200_at	---	T13C2.2
180201_at	sre-40	T05A7.8
180202_at	---	T05A7.1
180203_at	---	C49C8.6
180204_at	---	F35E12.9
180205_at	---	F57A10.2
180206_s_at	---	C27A7.5
180207_at	---	K10C9.4
180208_at	---	T13B5.6
180209_at	---	ZC204.6
180210_s_at	---	Y20C6A.1
180211_at	---	F14H3.12
180212_at	---	C44B7.6
