PROBEID	WORMBASE	UNIGENE	GENENAME	ALIAS	ENTREZID	display
186791_at	WBGene00138711	Cel.37790	Protein R07B1.13	R07B1.13	7040171	R07B1.13
186792_at	WBGene00007686	Cel.7319	Protein TOMM-40	tomm-40	174431	tomm-40
186793_at	WBGene00018060	Cel.34357	Protein ARRD-18	arrd-18	178763	arrd-18
186794_s_at	WBGene00012912	Cel.14053	Protein Y46G5A.22	Y46G5A.22	174917	Y46G5A.22
186795_at	NA	NA	NA	NA	NA	186795_at
186796_at	WBGene00014130	Cel.29098	Protein ZK892.6	ZK892.6	191447	ZK892.6
186797_s_at	WBGene00020778	Cel.14296	Protein T24E12.11	T24E12.11	173722	T24E12.11
186798_at	NA	NA	NA	NA	NA	186798_at
186799_at	WBGene00013654	Cel.11691	Protein Y105C5B.15	Y105C5B.15	178448	Y105C5B.15
186800_s_at	WBGene00016357	Cel.15719	Protein C33F10.11	C33F10.11	173833	C33F10.11
186801_s_at	WBGene00018460	Cel.8314	Protein F45D11.16	F45D11.16	173480	F45D11.16
186801_s_at	WBGene00018459	Cel.8314	Protein F45D11.16	F45D11.16	173480	F45D11.16
186801_s_at	WBGene00018461	Cel.8314	Protein F45D11.16	F45D11.16	173480	F45D11.16
186801_s_at	WBGene00018459	Cel.8314	Protein F45D11.14	F45D11.14	185788	F45D11.14
186801_s_at	WBGene00018461	Cel.8314	Protein F45D11.15	F45D11.15	185789	F45D11.15
186801_s_at	WBGene00018459	Cel.8314	Protein F45D11.15	F45D11.15	185789	F45D11.15
186801_s_at	WBGene00018460	Cel.8314	Protein F45D11.15	F45D11.15	185789	F45D11.15
186802_s_at	WBGene00006402	Cel.14904	Protein FUT-3	fut-3	173958	fut-3
186803_at	WBGene00044735	Cel.34423	Protein SRBC-81	srbc-81	189936	srbc-81
186803_at	WBGene00021571	Cel.34423	Protein SRBC-81	srbc-81	189936	srbc-81
186803_at	WBGene00021571	Cel.34747	Protein Y19D10A.17	Y19D10A.17	4363085	Y19D10A.17
186803_at	WBGene00044735	Cel.34747	Protein Y19D10A.17	Y19D10A.17	4363085	Y19D10A.17
186804_at	WBGene00007321	Cel.10897	Protein C05B5.4	C05B5.4	182246	C05B5.4
186805_s_at	NA	NA	NA	NA	NA	186805_s_at
186806_at	WBGene00021773	Cel.13981	Protein FBXB-42	fbxb-42	190167	fbxb-42
186807_at	WBGene00014060	Cel.36883	Protein ZK673.4	ZK673.4	191389	ZK673.4
186808_s_at	WBGene00011194	Cel.38930	Protein R10D12.13	R10D12.13	179891	R10D12.13
186809_at	NA	Cel.16304	Protein Y71F9B.14	Y71F9B.14	190591	Y71F9B.14
186810_at	WBGene00004283	Cel.10480	Protein RAB-33	rab-33	176470	rab-33
186811_s_at	WBGene00014000	Cel.11604	Protein ZK550.6	ZK550.6	178503	ZK550.6
186812_s_at	WBGene00021316	Cel.22590	Protein Y32H12A.8	Y32H12A.8	175742	Y32H12A.8
186813_at	WBGene00022506	Cel.9621	Protein ZC21.6	ZC21.6	191054	ZC21.6
186814_at	WBGene00011078	Cel.27414	Protein R07B1.6	R07B1.6	187647	R07B1.6
186815_s_at	WBGene00017095	Cel.4276	Protein E02C12.10	E02C12.10	183989	E02C12.10
186815_s_at	WBGene00017096	Cel.4276	Protein E02C12.11	E02C12.11	183990	E02C12.11
186816_at	WBGene00022297	Cel.11734	Protein Y76B12C.3	Y76B12C.3	176999	Y76B12C.3
186817_at	NA	Cel.28546	Protein Y116F11B.2	Y116F11B.2	191015	Y116F11B.2
186818_at	NA	NA	NA	NA	NA	186818_at
186819_s_at	WBGene00018912	Cel.34481	Protein F56A4.4	F56A4.4	186347	F56A4.4
186819_s_at	WBGene00021566	Cel.34481	Protein F56A4.4	F56A4.4	186347	F56A4.4
186819_s_at	WBGene00018912	Cel.34428	Protein Y45G12C.3	Y45G12C.3	189932	Y45G12C.3
186819_s_at	WBGene00021566	Cel.34428	Protein Y45G12C.3	Y45G12C.3	189932	Y45G12C.3
186820_at	WBGene00017097	Cel.4275	Protein E02C12.12	E02C12.12	183991	E02C12.12
186821_at	WBGene00005785	Cel.28548	Protein SRW-38	srw-38	191017	srw-38
186822_at	WBGene00021643	Cel.29689	Protein Y47G6A.17	Y47G6A.17	3565260	Y47G6A.17
186823_at	NA	NA	NA	NA	NA	186823_at
186824_at	WBGene00013747	Cel.1463	Protein SPE-19	spe-19	190958	spe-19
186825_at	WBGene00016609	Cel.32715	Protein C43E11.12	C43E11.12	259372	C43E11.12
186826_at	WBGene00013735	Cel.208	Protein Y111B2A.12	Y111B2A.12	176680	Y111B2A.12
186827_s_at	WBGene00010990	Cel.7199	Protein R03D7.4	R03D7.4	174683	R03D7.4
186828_at	NA	Cel.28516	Protein Y105C5A.17	Y105C5A.17	190880	Y105C5A.17
186829_at	WBGene00008405	Cel.23315	Protein TTLL-12	ttll-12	174480	ttll-12
186830_at	WBGene00013749	Cel.23948	Protein Y113G7A.12	Y113G7A.12	190960	Y113G7A.12
186831_s_at	WBGene00008946	Cel.36678	Protein F19B2.7	F19B2.7	184665	F19B2.7
186831_s_at	WBGene00013749	Cel.23948	Protein Y113G7A.12	Y113G7A.12	190960	Y113G7A.12
186832_at	WBGene00009192	Cel.15302	Protein F27E5.1	F27E5.1	185021	F27E5.1
186833_s_at	WBGene00006652	Cel.19340	Protein TTX-1	ttx-1	180313	ttx-1
186834_at	WBGene00012155	Cel.14248	Protein VW02B12L.2	VW02B12L.2	189071	VW02B12L.2
186835_at	WBGene00013750	Cel.36555	Protein Y113G7A.13	Y113G7A.13	190961	Y113G7A.13
186836_at	WBGene00013129	Cel.7066	Protein Y52B11A.10	Y52B11A.10	173006	Y52B11A.10
186837_at	WBGene00022037	Cel.17371	Protein ACS-13	acs-13	171643	acs-13
186838_at	WBGene00022113	Cel.16317	Protein Y71F9AL.8	Y71F9AL.8	171855	Y71F9AL.8
186839_at	WBGene00021410	Cel.12083	Protein Y38C1BA.1	Y38C1BA.1	189648	Y38C1BA.1
186840_s_at	WBGene00021650	Cel.16451	Protein Y47G6A.26	Y47G6A.26	171931	Y47G6A.26
186841_at	WBGene00013307	Cel.7926	Protein Y57G11C.9	Y57G11C.9	178401	Y57G11C.9
186842_at	WBGene00022309	Cel.11729	Protein Y77E11A.6	Y77E11A.6	176950	Y77E11A.6
186843_at	WBGene00022038	Cel.16337	Protein Y65B4BL.6	Y65B4BL.6	190487	Y65B4BL.6
186844_at	WBGene00017525	Cel.26453	Protein F16G10.10	F16G10.10	184584	F16G10.10
186845_at	WBGene00017095	Cel.4276	Protein E02C12.10	E02C12.10	183989	E02C12.10
186846_s_at	WBGene00009482	Cel.22601	Protein F36G3.1	F36G3.1	181191	F36G3.1
186847_s_at	WBGene00011502	Cel.16991	Protein VPS-53	vps-53	176377	vps-53
186848_at	WBGene00020777	Cel.23284	Protein T24E12.10	T24E12.10	188866	T24E12.10
186849_at	WBGene00016861	Cel.26167	Protein C50H11.17	C50H11.17	183702	C50H11.17
186850_at	WBGene00013823	Cel.36553	Protein Y116F11B.7	Y116F11B.7	191019	Y116F11B.7
186851_at	WBGene00002003	Cel.10958	Protein HSE-5	hse-5	175562	hse-5
186852_at	WBGene00021454	Cel.14084	Protein Y39F10A.3	Y39F10A.3	189759	Y39F10A.3
186853_s_at	WBGene00004100	Cel.10898	Protein PQN-8	pqn-8	176411	pqn-8
186854_s_at	WBGene00195093	Cel.39016	Protein Y59E9AL.36	Y59E9AL.36	13193758	Y59E9AL.36
186855_at	WBGene00005634	Cel.28188	Protein SRJ-55	srj-55	189930	srj-55
186856_at	WBGene00015439	Cel.36745	Protein C04E12.10	C04E12.10	182215	C04E12.10
186857_at	WBGene00000184	Cel.13669	Protein ARF-6	arf-6	191608	arf-6
186858_at	WBGene00016857	Cel.26165	Protein SRT-16	srt-16	183699	srt-16
186859_at	WBGene00219314	Cel.40270	Protein C05B5.17	C05B5.17	13191006	C05B5.17
186860_at	NA	Cel.29370	Protein Y59E9AL.5	Y59E9AL.5	190417	Y59E9AL.5
186861_s_at	WBGene00004913	Cel.18164	Protein SNN-1	snn-1	176987	snn-1
186862_at	WBGene00021776	Cel.13979	Protein Y51H7BR.4	Y51H7BR.4	190169	Y51H7BR.4
186863_at	WBGene00021924	Cel.11915	Protein Y55F3AM.6	Y55F3AM.6	176918	Y55F3AM.6
186864_s_at	WBGene00021924	Cel.11915	Protein Y55F3AM.6	Y55F3AM.6	176918	Y55F3AM.6
186865_at	WBGene00011077	Cel.27413	Protein R07B1.5	R07B1.5	187646	R07B1.5
186866_at	WBGene00007403	Cel.10864	Protein SET-3	set-3	182356	set-3
186867_s_at	WBGene00015938	Cel.22550	Protein C17H12.13	C17H12.13	177439	C17H12.13
186868_at	WBGene00022311	Cel.11728	Protein Y77E11A.8	Y77E11A.8	190736	Y77E11A.8
186869_at	WBGene00007319	Cel.25702	Protein C05B5.1	C05B5.1	182245	C05B5.1
186870_s_at	WBGene00019168	Cel.6604	Protein H06I04.3	H06I04.3	175414	H06I04.3
186871_at	WBGene00019126	Cel.14905	Protein F59E12.11	F59E12.11	173955	F59E12.11
186872_s_at	WBGene00020649	Cel.16919	Protein SMA-10	sma-10	176849	sma-10
186873_at	NA	NA	NA	NA	NA	186873_at
186874_s_at	WBGene00022035	Cel.16339	Protein Y65B4BL.3	Y65B4BL.3	171640	Y65B4BL.3
186875_at	WBGene00019155	Cel.12752	Protein H04M03.11	H04M03.11	186689	H04M03.11
186876_at	WBGene00007556	Cel.32864	Protein C14A4.3	C14A4.3	174633	C14A4.3
186877_at	WBGene00021776	Cel.13979	Protein Y51H7BR.4	Y51H7BR.4	190169	Y51H7BR.4
186878_at	WBGene00002632	Cel.6189	Protein LET-413	let-413	179171	let-413
186879_s_at	WBGene00000382	Cel.19123	Protein CDC-6	cdc-6	172029	cdc-6
186880_at	WBGene00016099	Cel.4668	Protein C25E10.10	C25E10.10	182894	C25E10.10
186881_at	WBGene00012486	Cel.16540	Protein Y18D10A.21	Y18D10A.21	189477	Y18D10A.21
186882_at	WBGene00010454	Cel.10335	Protein K01B6.3	K01B6.3	176309	K01B6.3
186883_s_at	WBGene00021315	Cel.9885	Protein Y32H12A.7	Y32H12A.7	175741	Y32H12A.7
186884_s_at	WBGene00043534	Cel.33760	Protein W02B12.13	W02B12.13	6418636	W02B12.13
186885_at	WBGene00206487	Cel.38685	Protein BEST-19	best-19	13191891	best-19
186886_s_at	WBGene00012487	Cel.16539	Protein Y18D10A.23	Y18D10A.23	173155	Y18D10A.23
186887_at	WBGene00021776	Cel.13979	Protein Y51H7BR.4	Y51H7BR.4	190169	Y51H7BR.4
186888_s_at	WBGene00001226	Cel.16885	Protein EIF-3.C	eif-3.C	172858	eif-3.C
186889_at	WBGene00012483	Cel.39310	Protein Y18D10A.16	Y18D10A.16	173157	Y18D10A.16
186890_at	WBGene00022036	Cel.16338	Protein Y65B4BL.4	Y65B4BL.4	171641	Y65B4BL.4
186891_at	WBGene00005936	Cel.10336	Protein SRX-45	srx-45	186838	srx-45
186892_at	WBGene00021142	Cel.27993	Protein CLEC-133	clec-133	189342	clec-133
186893_at	WBGene00004769	Cel.19557	Protein SEL-12	sel-12	180441	sel-12
186894_at	WBGene00013825	Cel.1428	Protein Y116F11B.9	Y116F11B.9	191021	Y116F11B.9
186895_at	WBGene00021778	Cel.13975	Protein Y51H7BR.7	Y51H7BR.7	173527	Y51H7BR.7
186896_at	WBGene00021147	Cel.14157	Protein W10G11.17	W10G11.17	189345	W10G11.17
186897_at	WBGene00007137	Cel.10959	Protein B0285.4	B0285.4	175561	B0285.4
186898_at	WBGene00013651	Cel.11693	Protein Y105C5B.11	Y105C5B.11	190893	Y105C5B.11
186899_s_at	WBGene00020112	Cel.34180	Protein PFD-5	pfd-5	176013	pfd-5
186900_at	WBGene00015441	Cel.9325	Protein ARRD-21	arrd-21	182217	arrd-21
186901_at	WBGene00016856	Cel.4417	Protein SRT-15	srt-15	183698	srt-15
186902_s_at	WBGene00004403	Cel.24649	Protein ROM-4	rom-4	3565076	rom-4
186903_at	WBGene00021909	Cel.38923	Protein Y55B1BL.1	Y55B1BL.1	175199	Y55B1BL.1
186904_at	WBGene00005744	Cel.12329	Protein OPS-1	ops-1	188465	ops-1
186905_s_at	WBGene00013378	Cel.11845	Protein Y62E10A.10	Y62E10A.10	178300	Y62E10A.10
186906_at	WBGene00016859	Cel.26166	Protein SRT-5	srt-5	183701	srt-5
186907_at	WBGene00007022	Cel.13726	Protein MDT-22	mdt-22	174595	mdt-22
186908_at	WBGene00016858	Cel.4415	Protein C50H11.13	C50H11.13	183700	C50H11.13
186909_at	WBGene00005672	Cel.28185	Protein SRU-9	sru-9	189920	sru-9
186910_at	WBGene00021774	Cel.13980	Protein FBXB-43	fbxb-43	173528	fbxb-43
186911_s_at	WBGene00021774	Cel.13980	Protein FBXB-43	fbxb-43	173528	fbxb-43
186911_s_at	WBGene00019416	Cel.30686	Protein FBXB-44	fbxb-44	187035	fbxb-44
186912_at	WBGene00012889	Cel.28187	Protein Y45F10D.10	Y45F10D.10	189926	Y45F10D.10
186913_at	WBGene00010304	Cel.10379	Protein CLPF-1	clpf-1	175442	clpf-1
186914_s_at	WBGene00013796	Cel.11655	Protein Y116A8C.19	Y116A8C.19	178477	Y116A8C.19
186915_at	WBGene00012484	Cel.6396	Protein CAR-1	car-1	173158	car-1
186916_at	WBGene00013808	Cel.19529	Protein SFA-1	sfa-1	178486	sfa-1
186917_at	WBGene00021145	Cel.14159	Protein CLEC-129	clec-129	189343	clec-129
186918_at	WBGene00019800	Cel.10245	Protein MTSS-1	mtss-1	187502	mtss-1
186919_at	WBGene00013751	Cel.1459	Protein Y113G7A.14	Y113G7A.14	190962	Y113G7A.14
186920_s_at	WBGene00018154	Cel.34254	Protein EXOS-9	exos-9	176012	exos-9
186921_s_at	NA	NA	NA	NA	NA	186921_s_at
186922_s_at	WBGene00019199	Cel.17655	Protein H14E04.2	H14E04.2	175356	H14E04.2
186923_at	WBGene00013800	Cel.11651	Protein Y116A8C.23	Y116A8C.23	178480	Y116A8C.23
186924_at	WBGene00003176	Cel.34365	Protein MEC-14	mec-14	185423	mec-14
186925_at	WBGene00013383	Cel.11840	Protein Y62E10A.17	Y62E10A.17	190458	Y62E10A.17
186926_s_at	WBGene00003253	Cel.7531	Protein MIG-22	mig-22	176231	mig-22
186927_s_at	WBGene00001725	Cel.6954	Protein GRL-16	grl-16	171649	grl-16
186928_at	WBGene00013138	Cel.28270	Protein Y53C10A.10	Y53C10A.10	190195	Y53C10A.10
186929_at	WBGene00013958	Cel.16147	Protein ZK265.6	ZK265.6	191277	ZK265.6
186930_s_at	WBGene00017606	Cel.7274	Protein ETS-6	ets-6	179141	ets-6
186931_at	WBGene00015937	Cel.13510	Protein C17H12.12	C17H12.12	177444	C17H12.12
186932_at	WBGene00007486	Cel.9067	Protein C09G1.4	C09G1.4	181679	C09G1.4
186933_at	WBGene00010074	Cel.10419	Protein F54G8.1	F54G8.1	186261	F54G8.1
186934_s_at	WBGene00000941	Cel.19570	Protein DDP-1	ddp-1	175331	ddp-1
186935_at	WBGene00013980	Cel.28642	Protein DOS-1	dos-1	191338	dos-1
186936_at	WBGene00021149	Cel.23879	Protein DNC-3	dnc-3	189346	dnc-3
186937_at	WBGene00013856	Cel.11639	Protein ZC168.2	ZC168.2	191091	ZC168.2
186938_at	WBGene00013382	Cel.11841	Protein GCL-1	gcl-1	190457	gcl-1
186939_at	WBGene00018060	Cel.34357	Protein ARRD-18	arrd-18	178763	arrd-18
186939_at	WBGene00015440	Cel.9326	Protein ARRD-20	arrd-20	182216	arrd-20
186940_at	WBGene00007128	Cel.11539	Protein MEMB-1	memb-1	181891	memb-1
186941_at	WBGene00003480	Cel.14683	Protein KLF-3	klf-3	191713	klf-3
186942_s_at	WBGene00008052	Cel.15687	Protein CTNS-1	ctns-1	174308	ctns-1
186943_at	WBGene00013764	Cel.1446	Protein Y113G7B.15	Y113G7B.15	190976	Y113G7B.15
186944_at	WBGene00016016	Cel.10815	Protein C23G10.10	C23G10.10	182815	C23G10.10
186945_s_at	WBGene00013799	Cel.11652	Protein ATHP-3	athp-3	178479	athp-3
186946_at	WBGene00003905	Cel.16543	Protein PAD-1	pad-1	173156	pad-1
186947_s_at	WBGene00011142	Cel.10208	Protein R08D7.1	R08D7.1	176266	R08D7.1
186948_at	WBGene00013791	Cel.39289	Protein Y116A8C.11	Y116A8C.11	190998	Y116A8C.11
186949_at	WBGene00009145	Cel.18876	Protein F26A3.7	F26A3.7	172526	F26A3.7
186950_at	WBGene00007324	Cel.10895	Protein C05B5.8	C05B5.8	259334	C05B5.8
186951_s_at	WBGene00013766	Cel.22752	Protein PRMT-1	prmt-1	180326	prmt-1
186952_at	WBGene00022034	Cel.38755	Protein DEPS-1	deps-1	171642	deps-1
186953_at	WBGene00022112	Cel.16318	Protein Y71F9AL.7	Y71F9AL.7	171858	Y71F9AL.7
186954_at	WBGene00008225	Cel.35294	Protein NUAF-1	nuaf-1	183640	nuaf-1
186955_at	WBGene00013765	Cel.1445	Protein Y113G7B.16	Y113G7B.16	180327	Y113G7B.16
186956_s_at	WBGene00013765	Cel.1445	Protein Y113G7B.16	Y113G7B.16	180327	Y113G7B.16
186957_at	WBGene00044027	Cel.31019	Protein F27E5.8	F27E5.8	3565659	F27E5.8
186958_s_at	WBGene00004775	Cel.17513	Protein SEP-1	1-Sep	171912	1-Sep
186959_at	WBGene00011554	Cel.27607	Protein T07A5.1	T07A5.1	188207	T07A5.1
186960_s_at	WBGene00003238	Cel.18408	Protein MIG-1	mig-1	171677	mig-1
186961_at	WBGene00014038	Cel.28650	Protein ZK643.7	ZK643.7	191376	ZK643.7
186962_at	WBGene00021644	Cel.39309	Protein Y47G6A.18	Y47G6A.18	171919	Y47G6A.18
186963_s_at	WBGene00007136	Cel.10960	Protein B0285.3	B0285.3	175560	B0285.3
186964_at	WBGene00005743	Cel.12330	Protein SRV-32	srv-32	188464	srv-32
186965_at	WBGene00012156	Cel.14247	Protein EBP-2	ebp-2	174744	ebp-2
186966_at	WBGene00021446	Cel.19938	Protein HLH-33	hlh-33	189728	hlh-33
186967_s_at	WBGene00019482	Cel.3078	Protein K07C11.10	K07C11.10	179203	K07C11.10
186968_at	WBGene00012480	Cel.16545	Protein CLEC-104	clec-104	189475	clec-104
186969_at	WBGene00013806	Cel.11648	Protein Y116A8C.29	Y116A8C.29	191005	Y116A8C.29
186970_at	WBGene00015936	Cel.25870	Protein C17H12.11	C17H12.11	182757	C17H12.11
186971_at	WBGene00016017	Cel.20655	Protein C23G10.11	C23G10.11	182816	C23G10.11
186972_at	WBGene00001123	Cel.39033	Protein DYF-7	dyf-7	181183	dyf-7
186973_at	WBGene00011143	Cel.10207	Protein R08D7.2	R08D7.2	176267	R08D7.2
186974_s_at	WBGene00000647	Cel.14005	Protein COL-71	col-71	173695	col-71
186975_at	WBGene00011501	Cel.39567	Protein RMD-1	rmd-1	176379	rmd-1
186976_s_at	WBGene00013801	Cel.39760	Protein Y116A8C.24	Y116A8C.24	178481	Y116A8C.24
186976_s_at	WBGene00013811	Cel.11643	Protein Y116A8C.38	Y116A8C.38	178492	Y116A8C.38
186977_at	WBGene00014033	Cel.9534	Protein ARRD-15	arrd-15	191372	arrd-15
186978_at	NA	NA	NA	NA	NA	186978_at
186979_at	WBGene00013288	Cel.28318	Protein Y57A10C.10	Y57A10C.10	190353	Y57A10C.10
186980_at	WBGene00021641	Cel.24302	Protein Y47G6A.15	Y47G6A.15	189995	Y47G6A.15
186981_s_at	WBGene00014036	Cel.9531	Protein ZK643.5	ZK643.5	176263	ZK643.5
186982_at	WBGene00013269	Cel.13884	Protein Y57A10A.29	Y57A10A.29	174870	Y57A10A.29
186983_at	WBGene00013748	Cel.1462	Protein SSU-1	ssu-1	190959	ssu-1
186984_at	WBGene00011635	Cel.18362	Protein T09A5.7	T09A5.7	174264	T09A5.7
186985_at	WBGene00010327	Cel.25098	Protein F59C6.8	F59C6.8	186606	F59C6.8
186986_at	WBGene00010132	Cel.7620	Protein F55H2.7	F55H2.7	176340	F55H2.7
186987_at	WBGene00021444	Cel.19939	Protein Y39A3CR.3	Y39A3CR.3	175332	Y39A3CR.3
186988_at	WBGene00007014	Cel.14410	Protein MDT-10	mdt-10	188311	mdt-10
186989_at	NA	Cel.3275	Protein NHR-144	nhr-144	186627	nhr-144
186990_s_at	WBGene00011634	Cel.18239	Protein T09A5.5	T09A5.5	174263	T09A5.5
186991_at	WBGene00013653	Cel.11692	Protein Y105C5B.14	Y105C5B.14	190894	Y105C5B.14
186992_at	WBGene00010039	Cel.10434	Protein F54C8.6	F54C8.6	186224	F54C8.6
186993_at	NA	NA	NA	NA	NA	186993_at
186994_at	WBGene00021811	Cel.9713	Protein RAL-1	ral-1	175433	ral-1
186995_at	WBGene00002393	Cel.20308	Protein LPR-1	lpr-1	171648	lpr-1
186996_at	WBGene00022267	Cel.1545	Protein Y73C8C.10	Y73C8C.10	190664	Y73C8C.10
186997_at	WBGene00018008	Cel.6104	Protein VPR-1	vpr-1	172259	vpr-1
186998_at	WBGene00007949	Cel.30635	Protein C35A5.5	C35A5.5	183223	C35A5.5
186999_at	WBGene00015731	Cel.34330	Protein C13B7.6	C13B7.6	178719	C13B7.6
186999_at	WBGene00044131	Cel.34650	Protein Y45G12C.16	Y45G12C.16	3565153	Y45G12C.16
187000_s_at	WBGene00013267	Cel.5547	Protein Y57A10A.27	Y57A10A.27	174869	Y57A10A.27
187001_at	WBGene00013508	Cel.16324	Protein Y71A12B.11	Y71A12B.11	173262	Y71A12B.11
187002_at	NA	Cel.18646	Protein F53G12.11	F53G12.11	186190	F53G12.11
187003_at	WBGene00013792	Cel.11660	Protein Y116A8C.13	Y116A8C.13	190999	Y116A8C.13
187004_at	NA	NA	NA	NA	NA	187004_at
187005_at	WBGene00008050	Cel.32844	Protein C41C4.1	C41C4.1	174304	C41C4.1
187006_at	WBGene00016734	Cel.19107	Protein C46H11.10	C46H11.10	172132	C46H11.10
187007_at	WBGene00006405	Cel.11645	Protein ITSN-1	itsn-1	178491	itsn-1
187008_s_at	WBGene00021973	Cel.13857	Protein Y57G7A.10	Y57G7A.10	173509	Y57G7A.10
187009_at	WBGene00013312	Cel.11873	Protein HHAT-2	hhat-2	190374	hhat-2
187010_s_at	WBGene00021192	Cel.6464	Protein Y14H12B.2	Y14H12B.2	173735	Y14H12B.2
187011_at	WBGene00016100	Cel.4667	Protein C25E10.11	C25E10.11	182895	C25E10.11
187012_s_at	WBGene00012469	Cel.14134	Protein Y17G7B.18	Y17G7B.18	174850	Y17G7B.18
187013_at	WBGene00022307	Cel.6552	Protein Y77E11A.2	Y77E11A.2	176954	Y77E11A.2
187014_at	WBGene00018051	Cel.6214	Protein DYF-14	dyf-14	173801	dyf-14
187015_at	WBGene00014037	Cel.28649	Protein ZK643.6	ZK643.6	191375	ZK643.6
187016_at	WBGene00013258	Cel.13894	Protein POLG-1	polg-1	174860	polg-1
187017_at	WBGene00022295	Cel.11735	Protein CNG-2	cng-2	190732	cng-2
187018_at	WBGene00021904	Cel.28297	Protein Y55B1AL.2	Y55B1AL.2	190298	Y55B1AL.2
187019_at	WBGene00018153	Cel.34528	Protein F37C12.10	F37C12.10	185422	F37C12.10
187020_s_at	WBGene00021905	Cel.6789	Protein HELQ-1	helq-1	175210	helq-1
187021_at	WBGene00022312	Cel.11727	Protein CLEC-171	clec-171	190737	clec-171
187022_s_at	WBGene00022311	Cel.11728	Protein Y77E11A.8	Y77E11A.8	190736	Y77E11A.8
187022_s_at	WBGene00022312	Cel.11727	Protein CLEC-171	clec-171	190737	clec-171
187023_s_at	WBGene00003802	Cel.8264	Protein NPP-16	npp-16	176623	npp-16
187024_at	WBGene00006513	Cel.36770	Protein TAG-168	tag-168	189724	tag-168
187025_at	WBGene00013255	Cel.13896	Protein Y57A10A.10	Y57A10A.10	174867	Y57A10A.10
187026_s_at	WBGene00004249	Cel.9831	Protein PVF-1	pvf-1	175327	pvf-1
187027_at	NA	Cel.26597	Protein INX-4	inx-4	184979	inx-4
187028_s_at	WBGene00016350	Cel.270	Protein C33E10.10	C33E10.10	183165	C33E10.10
187028_s_at	WBGene00219274	Cel.39782	Protein T25G12.13	T25G12.13	13224720	T25G12.13
187029_at	WBGene00015935	Cel.13512	Protein C17H12.10	C17H12.10	177446	C17H12.10
187030_at	WBGene00021440	Cel.9836	Protein Y39A3CL.1	Y39A3CL.1	175329	Y39A3CL.1
187031_at	WBGene00009241	Cel.23707	Protein F28H7.8	F28H7.8	185099	F28H7.8
187032_at	WBGene00013260	Cel.13892	Protein RSR-2	rsr-2	174862	rsr-2
187033_at	WBGene00010047	Cel.17086	Protein F54D1.6	F54D1.6	178037	F54D1.6
187034_at	NA	NA	NA	NA	NA	187034_at
187035_at	WBGene00022300	Cel.11732	Protein Y76B12C.6	Y76B12C.6	177000	Y76B12C.6
187036_at	WBGene00044797	Cel.33915	Protein F13E9.13	F13E9.13	4363067	F13E9.13
187037_at	WBGene00017878	Cel.26616	Protein F28A10.10	F28A10.10	185035	F28A10.10
187038_at	WBGene00004347	Cel.28113	Protein RGS-4	rgs-4	189666	rgs-4
187039_at	WBGene00002032	Cel.20235	Protein HTP-1	htp-1	259571	htp-1
187040_at	WBGene00021390	Cel.1874	Protein FBXA-214	fbxa-214	178995	fbxa-214
187041_at	WBGene00012600	Cel.14096	Protein Y38E10A.22	Y38E10A.22	189667	Y38E10A.22
187042_at	WBGene00004163	Cel.9827	Protein PQN-82	pqn-82	175330	pqn-82
187043_at	WBGene00021494	Cel.1794	Protein Y40B10B.1	Y40B10B.1	189790	Y40B10B.1
187044_at	WBGene00010574	Cel.8727	Protein K04H4.5	K04H4.5	187013	K04H4.5
187045_at	WBGene00013310	Cel.11874	Protein Y57G11C.14	Y57G11C.14	178406	Y57G11C.14
187046_s_at	WBGene00010307	Cel.6066	Protein F59B2.2	F59B2.2	176271	F59B2.2
187047_at	WBGene00002269	Cel.19694	Protein LEC-6	lec-6	175212	lec-6
187048_at	WBGene00015690	Cel.19246	Protein C10G11.10	C10G11.10	182507	C10G11.10
187049_at	WBGene00013764	Cel.1446	Protein Y113G7B.15	Y113G7B.15	190976	Y113G7B.15
187050_at	WBGene00021812	Cel.9712	Protein Y53G8AR.5	Y53G8AR.5	190241	Y53G8AR.5
187051_at	WBGene00010229	Cel.10382	Protein F58A4.6	F58A4.6	186485	F58A4.6
187052_at	WBGene00021810	Cel.7422	Protein PHF-15	phf-15	175435	phf-15
187053_at	WBGene00007405	Cel.23594	Protein C07A9.9	C07A9.9	182357	C07A9.9
187054_at	WBGene00021814	Cel.8056	Protein Y53G8AR.7	Y53G8AR.7	190242	Y53G8AR.7
187055_at	NA	NA	NA	NA	NA	187055_at
187056_s_at	WBGene00018974	Cel.17035	Protein F56D12.6	F56D12.6	173511	F56D12.6
187057_at	WBGene00021809	Cel.9714	Protein Y53G8AR.1	Y53G8AR.1	190240	Y53G8AR.1
187058_at	WBGene00013655	Cel.36839	Protein LGC-19	lgc-19	190895	lgc-19
187059_at	WBGene00004167	Cel.5330	Protein PQN-87	pqn-87	174861	pqn-87
187060_at	WBGene00010795	Cel.10276	Protein M01A8.1	M01A8.1	187349	M01A8.1
187061_at	WBGene00013264	Cel.13888	Protein Y57A10A.24	Y57A10A.24	174864	Y57A10A.24
187062_at	WBGene00009735	Cel.10463	Protein F45G2.9	F45G2.9	185813	F45G2.9
187063_at	WBGene00021816	Cel.9709	Protein Y53G8AR.9	Y53G8AR.9	175434	Y53G8AR.9
187064_at	WBGene00011144	Cel.21909	Protein R08D7.4	R08D7.4	176269	R08D7.4
